0,0.60287,0.48589,0.57991,0.59606,0.58946,0.78898,0.49829,0.66049,0.69607,0.7536,0.78799,0.68851,0.65007,0.91237,0.47325,0.49116,0.61035,0.84201,0.47971,0.637,0.5637,0.66283,0.42888,0.48268,0.45299,0.59455,0.59036,0.48469,0.44328,0.54347,0.63378,0.48795,0.69318,0.94982,0.81835,0.68054,0.59968,0.4887,0.54013,0.84918,0.53064,0.98054,0.63916,0.47986,0.42168,0.64627,0.44778,0.51284,0.73694,0.86818,0.75214,0.65921,0.90341,0.54796,0.48807,0.7363,0.64122,0.4068,0.92833,0.5521,0.68094,0.72858,0.77666,0.73581,0.868,0.71569,0.83335,0.6591,0.56602,0.80636,0.93406,0.68846,0.66648,0.72322,0.60669,0.84808,0.60583,0.66793,0.61238,0.64309,0.62467,0.63519,0.6253,0.82945,0.66312,1.0006,0.82181,0.76493,0.88486,0.622,0.95244,0.3911,0.78667,0.78875,0.71426,0.85694,0.58202,0.47181,0.68468,0.78019,0.7607,0.51513,0.84058,0.48822,0.89948,0.80862,0.67175,0.68571,0.79533,0.58999,0.59047,0.83982,0.70693,0.5268,0.69865,0.56411,0.75985,0.87208,0.76613,0.55182,0.67466,0.85776,0.93291,0.55537,0.71026,0.7446,0.59878,0.96924,0.64651,0.73309,0.72337,0.45732,0.95749,0.74753,0.76915,0.82911,0.43582,0.58021,0.61469,0.6256,0.65341,0.61828,0.78122,0.58131,0.64357,0.56212,0.69936,0.71392,0.89845,0.63887,0.76689,0.6061,0.5474,0.77456,0.72133,0.88816,0.82927,0.68572,0.78339,0.60394,0.65048,1.1297,0.60727,0.66531,0.86574,0.76401,0.64801,0.74292,0.62162,0.93652,0.61001,0.83625,0.6413,0.78799,0.81838,0.65828,0.74028,0.88514,0.94174,0.84357,0.74659,0.82173,0.5633,0.67556,0.72063,0.61455,0.75105,0.64324,0.76863,0.83257,0.69548,0.67701,0.62277,0.47279,0.81394
0.60287,0,0.51016,0.55189,0.29702,0.23028,0.79461,0.61264,0.5892,0.48341,0.5297,0.73003,0.87761,0.21231,0.82668,0.64399,0.51883,0.63229,0.74838,0.53771,0.96303,0.45121,0.50859,0.73221,0.54696,0.56638,0.50619,0.56135,0.72417,0.59971,0.41573,0.72856,0.84901,0.51986,0.96561,0.90881,0.73821,0.86333,0.66943,0.54096,1.0993,0.60541,1.172,0.53594,0.49331,0.5932,0.61663,0.50568,0.47387,0.56067,0.77752,0.67588,0.67401,0.88286,0.49931,0.65492,0.74274,0.52514,0.74299,0.86303,0.57883,0.47183,0.69385,0.68542,0.49294,0.80785,0.66476,0.79218,0.89187,0.63221,0.68637,0.79853,0.80296,0.78148,0.86825,1.0242,0.83788,0.5287,0.64851,0.82538,0.52859,0.57074,0.56181,0.84944,0.83828,0.41529,0.89792,0.84716,0.72337,0.93115,0.65843,0.93303,0.70437,0.79839,0.6454,0.87257,1.1837,0.82302,0.49747,0.90438,0.6844,0.78097,0.5193,0.93017,0.42018,0.7807,0.70007,0.67524,0.58695,0.77508,0.58591,0.4547,0.95701,0.81756,0.50762,0.49745,0.5419,0.8141,0.87226,0.7354,0.67336,0.78334,0.87905,1.113,0.61362,0.54296,0.75231,0.95274,0.94821,0.79253,0.82539,0.49542,0.73671,0.98514,1.0912,0.73926,1.0482,0.61209,0.49916,0.64264,0.56262,0.86069,0.5351,1.0293,0.57596,0.88947,0.78754,0.85947,0.60114,0.69529,0.87049,0.69118,0.71501,0.66183,0.8057,0.63064,0.75775,0.94056,0.69753,0.87715,0.67296,0.81092,0.85103,0.68684,0.60005,0.81584,0.65295,0.70567,0.7755,0.50441,0.80166,0.73414,0.64508,0.91029,0.90473,0.87512,0.8074,0.66533,0.9881,0.93507,0.87362,0.75093,1.0085,0.95625,0.70946,0.92464,0.61247,0.75177,0.71113,0.76549,0.75852,0.62698,0.66248,0.54696,0.48723,0.68661
0.48589,0.51016,0,0.54571,0.66731,0.48521,0.8412,0.50283,0.47811,0.65255,0.72313,0.75772,0.83197,0.50945,0.95032,0.65099,0.62504,0.57341,0.77019,0.66079,0.94853,0.6371,0.72792,0.49693,0.68537,0.68966,0.70793,0.61744,0.61764,0.65167,0.68457,0.64443,0.67328,0.71144,0.76605,0.76277,0.66212,0.55447,0.66972,0.65473,0.80422,0.66697,1.1067,0.73021,0.58133,0.70274,0.80866,0.62276,0.61791,0.77275,0.88273,0.82441,0.63468,1.0576,0.65954,0.66744,0.76284,0.61271,0.6198,0.93631,0.53857,0.74293,0.77831,0.83263,0.59694,0.79389,0.67043,0.83864,1.0243,0.38381,0.73287,0.79949,0.78548,0.8188,0.99634,0.86005,0.8423,0.49882,0.50969,0.63749,0.71113,0.31197,0.6173,0.53268,0.8746,0.69471,1.1202,0.8139,0.76065,0.69103,0.60474,0.8766,0.57252,0.66918,0.77283,0.73861,1.0941,0.69361,0.66474,0.66218,0.78254,0.89076,0.76404,0.88665,0.50616,0.98801,0.59833,0.55936,0.54901,0.79262,0.63615,0.54511,0.97272,0.62613,0.60036,0.76287,0.54463,0.68783,0.92372,0.68352,0.62531,0.40792,1.0071,0.95948,0.50352,0.76691,0.73196,0.77885,0.84328,0.75301,0.73599,0.74074,0.54864,0.88869,0.79664,0.65525,0.97028,0.44244,0.68428,0.77577,0.47961,0.67245,0.47889,0.8607,0.53908,0.79235,0.65713,0.6144,0.54144,0.7883,0.82186,0.74467,0.52848,0.63784,0.77725,0.71662,0.67662,0.88546,0.56864,0.8043,0.72766,0.98449,0.92916,0.46766,0.54237,0.75729,0.77493,0.54989,0.72053,0.39267,0.72439,0.53879,0.7699,0.82136,0.6977,0.83821,0.58875,0.81997,0.85468,1.0964,0.98913,0.65705,0.94503,0.96061,0.62744,0.60727,0.63868,0.74325,0.59788,0.919,0.81513,0.67999,0.61306,0.71793,0.50119,0.65873
0.57991,0.55189,0.54571,0,0.64764,0.56964,0.50193,0.47899,0.38876,0.63095,0.58365,0.82307,0.88616,0.53299,0.9765,0.49345,0.5717,0.4878,0.96838,0.64174,0.73798,0.72734,0.57361,0.71721,0.61763,0.61119,0.43557,0.60982,0.76571,0.62809,0.61435,0.62675,0.84452,0.88714,0.7405,0.75403,0.71025,1.0249,0.6028,0.49479,1.0332,0.58965,1.2698,0.828,0.64442,0.64913,0.61936,0.5894,0.53207,0.92179,0.97721,0.93747,0.92889,1.0891,0.32979,0.50099,0.95034,0.68038,0.71661,1.1482,0.62414,0.83501,0.79288,0.60728,0.64186,0.54596,0.58635,0.78578,1.0462,0.67129,0.78784,0.58664,0.51929,0.62496,0.71916,0.67896,0.71642,0.64044,0.46744,0.76224,0.5407,0.6795,0.59665,0.96552,0.93623,0.64057,0.72655,0.69131,0.65802,0.75506,0.66414,0.72048,0.55285,0.82145,0.88148,0.94075,1.1369,0.68754,0.47256,0.9781,0.79427,0.81736,0.86878,0.77126,0.53647,0.69411,0.63232,0.63518,0.64243,0.53379,0.66156,0.74747,0.73773,0.91849,0.63417,0.95463,0.65423,0.50901,0.89465,0.51475,0.52643,0.60131,0.69129,0.89926,0.46247,0.76678,0.63471,0.89121,1.0002,0.87725,0.52466,0.48829,0.61866,0.68047,0.75672,0.579,0.99515,0.41419,0.50256,0.8454,0.62857,0.68062,0.57302,0.87415,0.48037,0.75637,0.5412,0.65343,0.53523,0.62919,0.64866,0.74773,0.5101,0.54719,0.99196,0.6129,0.77361,0.70711,0.80209,0.85946,0.71077,0.87248,0.81587,0.49178,0.46742,0.84999,0.70064,0.78863,0.81882,0.47494,0.64061,0.54175,0.73103,0.69964,0.6485,0.80082,0.66879,0.63241,0.83933,0.9659,0.7415,0.57712,0.89381,1.0174,0.71206,0.54711,0.6698,0.61892,0.56358,0.63106,0.75531,0.55438,0.85066,0.57554,0.46491,0.65162
0.59606,0.29702,0.66731,0.64764,0,0.4691,0.89334,0.60024,0.73225,0.78975,0.54803,0.70587,0.77676,0.4602,0.97344,0.70688,0.68919,0.7343,0.9203,0.58796,1.0351,0.58833,0.79279,0.84122,0.6731,0.6156,0.62892,0.74093,0.82472,0.73855,0.55083,0.7258,0.93295,0.72345,0.96253,0.75965,0.7808,0.83585,0.61612,0.62923,1.1115,0.77791,1.1671,0.68817,0.57386,0.61978,0.80198,0.64452,0.63193,0.70436,0.95122,0.7048,0.57937,0.87371,0.68007,0.80338,0.77112,0.62276,0.8123,0.95267,0.5804,0.63902,0.77293,0.61964,0.63684,0.83591,0.65986,0.80223,0.81201,0.63561,0.68109,0.7905,0.84389,0.76236,0.87867,0.97269,0.80663,0.58857,0.79962,0.91899,0.6787,0.52352,0.66731,0.69803,0.80797,0.57976,1.0375,0.77591,0.64814,0.91437,0.78364,0.91052,0.68262,0.86933,0.69766,0.88999,0.9602,0.78212,0.68876,0.87637,0.84093,0.54983,0.69482,0.80305,0.56318,1.0537,0.8293,0.63019,0.65326,0.85126,0.69007,0.54925,0.77601,0.73148,0.44532,0.63192,0.67239,0.78996,0.90394,0.85231,0.73017,0.74343,0.74986,1.0724,0.72859,0.75152,0.83044,0.8806,0.95712,0.86542,0.85091,0.51419,0.71064,1.1324,1.0322,0.80219,0.97874,0.65447,0.73451,0.69682,0.64543,0.68217,0.54729,1.1178,0.61488,0.9086,0.71178,0.90556,0.63658,0.73654,0.76404,0.81883,0.68123,0.66269,0.86839,0.60563,0.70672,0.87015,0.89371,0.9161,0.61581,0.7357,0.97748,0.56719,0.54589,0.70551,0.67179,0.75525,0.69834,0.51588,0.98188,0.74681,0.68037,1.0269,0.94941,0.87874,0.75647,0.61461,0.9826,0.9424,0.78244,0.64249,0.9334,0.92419,0.7404,0.90736,0.63203,0.76766,0.62328,0.85356,0.78246,0.51072,0.83122,0.51564,0.5527,0.79532
0.58946,0.23028,0.48521,0.56964,0.4691,0,0.75491,0.55798,0.58163,0.36713,0.5354,0.70459,0.89215,0.45901,0.89701,0.69625,0.52257,0.58651,0.75016,0.62974,1.0602,0.38136,0.63482,0.59479,0.64058,0.67294,0.58011,0.62069,0.66089,0.56616,0.50286,0.81516,0.73594,0.47087,0.96126,0.86281,0.80817,0.8509,0.66728,0.48234,1.0186,0.65601,1.0889,0.58666,0.49866,0.628,0.70492,0.58735,0.4487,0.54218,0.83236,0.7236,0.63136,0.91197,0.60129,0.64733,0.847,0.61018,0.60331,0.97594,0.66664,0.51037,0.60069,0.75996,0.42754,0.76386,0.669,0.85029,0.80667,0.63119,0.78028,0.83635,0.82066,0.79448,0.81777,0.9233,0.77323,0.56347,0.66067,0.84208,0.61329,0.56634,0.59137,0.80704,0.85149,0.43818,0.93964,0.76493,0.81935,0.86187,0.65859,0.88514,0.74371,0.71505,0.79565,0.74607,1.1021,0.95519,0.65318,0.86821,0.70692,0.88527,0.64109,0.9963,0.33147,0.78413,0.72874,0.65557,0.54433,0.76278,0.64083,0.51406,0.85443,0.83529,0.49962,0.51505,0.59826,0.84967,0.96975,0.78611,0.7102,0.72421,1.0087,1.0484,0.65672,0.61689,0.76321,0.94268,1.0177,0.69308,0.76498,0.64958,0.69071,1.0972,1.024,0.64797,1.0269,0.59727,0.49133,0.63175,0.59044,0.85852,0.55738,0.88527,0.60798,0.87723,0.74744,0.83436,0.62253,0.73848,0.81146,0.73478,0.75722,0.63275,0.7872,0.63888,0.81905,0.89087,0.80739,0.82284,0.8464,0.87563,0.78552,0.67751,0.66078,0.80249,0.77559,0.6951,0.7449,0.60405,0.7171,0.76719,0.53371,1.0089,0.7449,0.81891,0.76543,0.82221,1.105,1.0495,0.78442,0.80785,1.0084,0.94563,0.5662,0.77338,0.50171,0.76706,0.68559,0.81643,0.84998,0.60578,0.43202,0.69957,0.50815,0.70926
0.78898,0.79461,0.8412,0.50193,0.89334,0.75491,0,0.56526,0.6675,0.68614,0.76388,0.7935,0.73074,0.7062,0.74214,0.67185,0.48816,0.60146,1.0137,0.72195,0.76237,0.71704,0.69584,0.82635,0.61431,0.65648,0.54674,0.72931,0.83486,0.84704,0.55092,0.74724,0.93493,0.6828,0.89059,0.96385,0.93843,1.1088,0.82934,0.67782,1.0522,0.54192,1.3455,0.71196,0.67937,0.68255,0.61907,0.61873,0.55459,0.80223,0.72724,0.8766,1.002,0.81274,0.56883,0.62165,0.97866,0.9893,0.81845,0.93449,0.85776,0.72029,0.9272,0.82193,0.72766,0.56127,0.79219,0.62226,1.2025,0.89117,0.65872,0.62691,0.46985,0.77354,0.63348,0.49963,0.54592,0.78498,0.68641,0.88262,0.78036,0.84491,0.5513,0.86786,1.0925,0.74712,0.82665,0.77756,0.80567,0.74324,0.68665,0.7943,0.67988,0.88387,0.8113,0.81816,1.0536,0.58146,0.68256,0.94009,0.77069,0.86048,0.92845,0.81907,0.81921,0.73802,0.91286,0.75098,0.8328,0.6134,0.61963,0.95573,0.77819,1.1169,0.82203,0.89374,0.95823,0.64335,0.85044,0.65848,0.76402,0.78272,0.67309,0.94071,0.53917,0.81333,0.60528,0.93561,1.0273,0.81193,0.61303,0.63754,0.66994,0.78404,0.62536,0.73536,0.97348,0.68172,0.67707,0.84873,0.65797,0.80343,0.56272,0.76481,0.66962,0.7085,0.744,0.72186,0.72097,0.87725,0.5929,0.83457,0.71723,0.63096,1.0545,0.73588,0.91186,0.74239,0.88522,0.95845,0.78461,0.62371,0.8682,0.75653,0.6598,0.90101,0.6816,0.73681,1.111,0.80799,0.59195,0.77418,0.78827,0.70821,0.90066,0.84782,0.72064,0.66791,0.94644,0.95107,0.72112,0.62758,0.74576,1.003,0.86866,0.78599,0.71597,0.74617,0.72155,0.8681,0.74519,0.76185,0.70947,0.75841,0.5273,0.6402
0.49829,0.61264,0.50283,0.47899,0.60024,0.55798,0.56526,0,0.41086,0.54409,0.77942,0.57684,0.61209,0.49049,0.71945,0.37864,0.39263,0.42305,0.72482,0.41992,0.82112,0.50685,0.6184,0.53659,0.34106,0.50545,0.46465,0.31277,0.63035,0.52297,0.33716,0.65114,0.68347,0.59746,0.71372,0.66026,0.74494,0.78839,0.43334,0.49641,0.8422,0.40798,1.2117,0.4861,0.37908,0.50085,0.50839,0.35234,0.34991,0.56038,0.6256,0.67504,0.73815,0.74139,0.55958,0.51013,0.74885,0.61973,0.68501,0.89113,0.60548,0.59507,0.82969,0.71554,0.34532,0.56162,0.64003,0.59654,1.0223,0.56113,0.63182,0.6241,0.57306,0.55356,0.76193,0.682,0.6784,0.48682,0.43789,0.77151,0.58658,0.46211,0.36893,0.64274,0.80616,0.56145,1.0577,0.77197,0.51506,0.71933,0.54367,0.71564,0.44353,0.55467,0.73769,0.75076,0.89164,0.43103,0.58683,0.74592,0.66241,0.87361,0.79878,0.72954,0.55066,0.95965,0.54724,0.47248,0.52388,0.5664,0.49197,0.57092,0.7703,0.86179,0.3812,0.75528,0.59793,0.43364,0.8988,0.46232,0.41442,0.59288,0.75298,0.82125,0.38112,0.56392,0.50609,0.78411,0.75678,0.73755,0.49752,0.50187,0.43967,0.74161,0.73323,0.59249,0.90925,0.35571,0.48464,0.64851,0.45378,0.47762,0.35423,0.76214,0.2889,0.54611,0.54374,0.57948,0.38191,0.77156,0.62334,0.58141,0.51848,0.37002,0.91149,0.43796,0.62885,0.69448,0.43979,0.77575,0.58119,0.70788,0.84907,0.38671,0.36018,0.60007,0.58488,0.64755,0.65779,0.41146,0.4926,0.4201,0.63369,0.6098,0.66437,0.56047,0.39845,0.56956,0.72201,1.0568,0.58207,0.52203,0.71425,0.98601,0.45606,0.61231,0.63232,0.69156,0.3452,0.7041,0.67138,0.60513,0.55593,0.62468,0.27704,0.46288
0.66049,0.5892,0.47811,0.38876,0.73225,0.58163,0.6675,0.41086,0,0.61213,0.82731,0.91777,0.91588,0.53947,0.93096,0.53772,0.60411,0.45795,0.75766,0.55668,0.8212,0.82689,0.54471,0.7226,0.58713,0.56289,0.5524,0.52515,0.80672,0.55364,0.59886,0.76398,0.82689,0.84602,0.86086,0.83877,0.76997,0.98953,0.68649,0.54552,0.90749,0.47824,1.2864,0.78267,0.62482,0.62838,0.57478,0.54454,0.59008,0.92061,0.90953,0.83166,0.81863,0.98762,0.42537,0.52052,0.97876,0.65807,0.686,1.0181,0.72648,0.83118,0.85945,0.66143,0.68609,0.45953,0.73101,0.8788,1.0994,0.70011,0.80009,0.76946,0.50969,0.75651,0.75844,0.81085,0.786,0.68465,0.50464,0.85842,0.60543,0.58882,0.54127,0.74287,0.91735,0.66738,0.89667,0.80408,0.67017,0.84527,0.59832,0.88389,0.57501,0.68027,0.9256,0.92547,1.0565,0.57844,0.36421,0.95188,0.76169,0.99959,0.85974,0.84432,0.50562,0.96638,0.64368,0.66557,0.59425,0.51841,0.61134,0.7705,0.82912,0.86998,0.59669,0.89127,0.68616,0.50026,0.90607,0.40802,0.55032,0.66404,0.8588,0.88532,0.4752,0.70333,0.61506,0.9588,0.85699,0.72242,0.60082,0.61647,0.61167,0.4113,0.87223,0.62342,0.87228,0.45229,0.50995,0.89117,0.60127,0.64566,0.54633,0.90341,0.43786,0.66208,0.65044,0.86201,0.48939,0.84898,0.86368,0.60049,0.75007,0.5941,1.0056,0.54755,0.74232,0.77939,0.65939,0.82027,0.77495,0.81089,0.83331,0.63019,0.58753,0.63726,0.70462,0.70686,0.89588,0.64299,0.60032,0.46557,0.80519,0.76735,0.75969,0.80991,0.52439,0.68652,0.75168,1.046,0.81535,0.61972,0.87432,1.0045,0.6082,0.55306,0.73346,0.76471,0.74746,0.64475,0.75947,0.72284,0.79225,0.58848,0.52012,0.71944
0.69607,0.48341,0.65255,0.63095,0.78975,0.36713,0.68614,0.54409,0.61213,0,0.76638,0.82466,0.95401,0.59986,0.82802,0.73116,0.48699,0.60458,0.72143,0.63325,1.0264,0.52822,0.66096,0.60891,0.59788,0.58181,0.60169,0.61708,0.74964,0.63739,0.55631,0.84511,0.76005,0.44959,1.0969,0.97709,0.90541,0.87931,0.77537,0.55423,0.95594,0.57702,1.1377,0.57751,0.60676,0.73424,0.52489,0.55814,0.51448,0.53567,0.65424,0.81263,0.7973,0.86002,0.54084,0.58892,0.92961,0.66191,0.74508,1.0075,0.83598,0.45804,0.75639,0.88885,0.58771,0.67927,0.75252,0.88375,0.93331,0.7894,0.58163,0.91003,0.70533,0.65066,0.90541,0.86857,0.87654,0.56633,0.53981,0.87019,0.53437,0.81133,0.515,0.8713,0.86143,0.49483,1.0482,0.88026,0.96372,0.81643,0.6558,1.0219,0.74982,0.71893,0.64113,0.85738,1.0427,0.74871,0.61189,0.87963,0.64213,0.99176,0.85401,0.95324,0.51668,0.75569,0.8172,0.87137,0.66008,0.67346,0.62754,0.71064,1.1582,0.96,0.68134,0.58181,0.75619,0.74223,0.93855,0.64416,0.58473,0.73191,0.99979,0.85925,0.62431,0.50505,0.67906,0.89572,0.86681,0.68494,0.65059,0.65739,0.69534,0.7493,0.99247,0.76507,0.88485,0.55606,0.38836,0.82891,0.56819,0.91143,0.55674,0.89448,0.54713,0.70184,0.74112,0.8686,0.61203,0.82342,0.83509,0.63833,0.71004,0.67325,0.89068,0.65414,0.91759,0.91697,0.63057,0.96045,0.80383,0.90857,0.71734,0.8206,0.75145,0.81226,0.77076,0.76226,0.9428,0.71167,0.54311,0.64608,0.62896,0.87831,0.87831,0.77483,0.69848,0.79283,0.8699,1.0837,0.87615,0.87462,0.77835,0.86197,0.58566,0.79242,0.68677,0.85558,0.69593,0.89224,0.71018,0.77535,0.57629,0.80691,0.50232,0.47766
