date,600079.ss,600080.ss,600081.ss,600083.ss,600084.ss,600085.ss,600086.ss,600089.ss,600090.ss,600091.ss,600093.ss,600095.ss,600096.ss,600099.ss,600100.ss,600103.ss,600104.ss,600105.ss,600107.ss,600110.ss,600111.ss,600112.ss,600114.ss,600117.ss,600118.ss,600126.ss,600127.ss,600129.ss,600130.ss,600132.ss,600135.ss,600137.ss,600141.ss,600143.ss,600145.ss,600146.ss,600148.ss,600150.ss,600151.ss,600152.ss
2015-2-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2-17,0.016083916,-0.000959693,0.035786631,0,-0.00177305,0.016208915,0.019145803,-0.007444169,0,0.025,0.001893939,0.010248902,0.041288192,0.001074114,-0.022049287,-0.042056075,0.018566494,0.00513347,0.023255814,-0.004694836,-0.006432041,-0.007570544,-0.006193794,0.012096774,-0.003753104,0,0.011925043,0,-0.004746835,0.000613874,-0.009174431,0.008484163,0.060170046,0,0.002061856,0.028397566,0.007052897,-0.002816108,-0.007511737,0.011508951
2015-2-16,0.00140056,0.018572825,0.014383562,0,0.008944544,0.012767898,0.010040907,0.016820858,0,0.009009009,0.018322083,0.004411765,0.00165426,0.015267176,0.042596349,-0.033860045,0.011353712,0.014583333,0.006554307,0.0224,0.00729333,0.049097473,0.047584433,0.002020202,0.01559276,0,0.006861063,0,0.022653722,0.006176652,0.040572927,0.01726122,0.01459854,0.027522936,0.018907563,0.002541942,0.010692464,0.006519274,0.015252622,0.010335917
2015-2-13,0.003513703,0.017910448,0.016005567,0,0.016363636,0.020474639,0.014334214,0.01710864,0,0.016483516,0.015670911,0.016442451,0.01511335,0.016629712,-0.003369272,0.099255583,-0.004347826,-0.001040583,0.019083969,0.003210273,0.01106069,0.022895126,0.022861701,0.022727273,0.012276273,0,0.012152778,0,-0.019047619,0.008094645,0.015347129,0.012820513,0.017555706,0.00770416,0.019271949,0,0.023983316,0.024985474,0.012548263,0.033377837
2015-2-12,0.006364922,0.000996016,0.00983837,0,0.012891344,-0.012408088,-0.019237884,0.004295533,0,0.028248588,-0.003902439,0.00753012,0.00336984,0.016910936,0.00952381,0.101092896,-0.005190311,0.037796976,-0.015037594,0.016313214,-0.014933307,-0.006603081,-0.003673682,0.010438413,-0.012811725,0,0.005235602,0,0.09947644,0.00879397,0.001618144,0.014784151,0.012995896,0.007763975,0.008639309,-0.001015744,0.004188482,-0.001450537,0.002904163,0.001336898
2015-2-11,0.029486713,0.014141414,0.01861131,0,-0.001838235,0.014452214,0,0.01305483,0,0.015296367,0.01284585,0.026275116,-0.02545156,-0.004489338,0.003412969,0,0.005654632,0.007616975,0.020134228,-0.00487013,0.006090202,0.0133829,-0.002199803,0.006302521,0.011558685,0,0.003502627,0,-0.010362694,0,0.016447585,0.019903498,-0.008141113,0.003115265,0,-0.00354251,0.005263158,0.000290192,0.001939864,0.001338688
2015-2-10,0,0.002024291,-0.003566334,0,0.009276438,-0.034653465,0.01578354,0.00349345,0,-0.011342155,0.012,0.001547988,0.001644737,0.010204082,0.048675734,0,0.022686833,0.004371585,0.007729469,0.014827018,0.011083994,-0.002965159,0.002940957,0.004219409,0.024766691,0,0.00528169,0,-0.021959459,0.003783102,0.003300374,0.007902736,0.006830601,0.015822785,0,0.00610998,0.017675415,0.022248591,0.035140562,-0.010596026
2015-2-9,-0.018928571,0.020661157,0.000713776,0,0.009363296,-0.017249005,0.008336491,0.006151142,0,-0.02398524,-0.032882012,-0.015243902,-0.006535948,0,0.010122921,0,0.02135393,0.004390779,-0.026340546,-0.006546645,0.009115418,0.009730539,-0.006573836,0,-0.000358918,0,-0.006993007,0,0.020689655,0.005707039,0.008319578,-0.014379868,0.006877579,-0.007849294,-0.010683761,0.016037248,-0.050356053,-0.004430006,0.005045409,0.034246575
2015-2-6,0.00035727,-0.058365759,-0.05465587,0,-0.036101083,0.024932004,-0.016766021,-0.002629273,0,-0.04745167,-0.03992572,-0.019431988,-0.049689441,-0.028634361,-0.025369979,0,0.008707608,-0.028784648,-0.004681648,-0.017684887,-0.022675902,-0.00669145,-0.021444086,-0.032653061,-0.041279509,0,-0.043478261,0,-0.016949153,-0.014990631,-0.038399722,-0.016499705,-0.006830601,-0.039215686,-0.035051546,0,-0.062022901,-0.036425726,-0.026522593,-0.013513514
2015-2-5,-0.000714031,-0.028355388,-0.01658925,0,-0.019469027,-0.004512635,-0.016849817,-0.034686971,0,-0.001754386,0.032598274,-0.008888889,-0.057101025,0.010011123,0.027516293,0,-0.005469462,-0.001064963,-0.040431267,-0.023547881,-0.017892809,-0.021818182,-0.021677944,-0.018036072,-0.033255879,0,-0.003333333,0,-0.013377926,-0.011117974,-0.033256057,-0.034698521,-0.027888446,-0.003007519,-0.012219959,-0.015282731,-0.026926648,-0.022803115,-0.028625954,-0.027595269
2015-2-4,-0.027430556,-0.022181146,0.001994681,0,0.003552398,-0.012477718,-0.007272727,-0.023140496,0,-0.003496503,0.030632411,-0.00147929,-0.002191381,-0.007726269,0.001450326,0,-0.024888889,-0.019832985,-0.016784452,0.012718601,-0.017192479,0.037735849,0.00280484,0.022540984,0.018286637,0,-0.011532125,0,0.034602076,-0.012202563,0.018110085,0.005720824,-0.023979261,-0.020618557,0.020790021,0.000509684,0.04664723,-0.003878116,0.004793864,0.003957784
2015-2-3,-0.007922838,0.001851852,0.001331558,0,0.008960573,0.013092551,0.009915534,0.017661901,0,0.001751313,0.028455285,0.013493253,0.06124031,0.022573363,0.028337062,0,0.024590164,0.015906681,0.023508137,0.029459902,0.012264768,0.030326594,0.036337058,0.006185567,-0.000338627,0,-0.003284072,0,0.008726003,0.007375538,0.002367434,0.022820363,0,0,-0.004140787,0.016580311,0.001459854,0,-0.000957854,0.001321004
2015-2-2,0.013263525,0.018867925,-0.017015707,0,-0.005347594,-0.019043401,0.016044776,-0.031758958,0,-0.012110727,-0.001015228,0.013677812,0.011764706,0.004535147,0.006756757,0,-0.030463576,-0.011530398,0.043396226,-0.054179567,-0.040610759,0.021445592,-0.009359457,-0.035785288,0.003056279,0,0.018394649,0,0.012367491,-0.013341419,0.012789937,-0.007549361,-0.003229974,-0.004398827,0.021141649,-0.020304569,0.002439024,-0.000276932,0.024533857,0.009333333
2015-1-30,-0.021182098,-0.021237304,-0.007147498,0,-0.010582011,-0.013111888,-0.042857143,-0.040625,0,-0.001727116,0.00101626,-0.025185185,0.018370607,-0.02,-0.050605845,0,-0.032464759,-0.027522936,-0.066901408,-0.028571429,0.003048861,-0.050527903,-0.012091029,-0.003960396,-0.009084866,0,0.023972603,0,0.02722323,-0.007224564,-0.004773332,-0.002317497,0.022457067,-0.017291066,-0.022727273,-0.018924303,-0.01866922,-0.03138412,-0.001958864,-0.013157895
2015-1-29,-0.024333333,-0.019909502,-0.024714829,0,-0.020725389,-0.016759777,0.016702977,-0.007751938,0,-0.01025641,-0.051108968,-0.01026393,-0.020344288,-0.010989011,0.007902299,0,-0.019681742,-0.010090817,0.023423423,-0.004491018,0.000376942,-0.017049666,-0.01746988,0.012024048,-0.026850023,0,-0.013513514,0,-0.033333333,0.001809409,-0.030840045,-0.012585812,-0.024484536,-0.019774011,0.012552301,0.005508262,0.012603005,-0.029166667,-0.022030651,0.025641026
2015-1-28,-0.007936508,-0.020390071,0.010890455,0,0.003466205,-0.016899028,-0.01748127,-0.012251149,0,-0.006791171,0.04641776,-0.017291066,-0.025171625,-0.010869565,-0.04264099,0,-0.012815213,0.01432958,-0.015084295,0,-0.019051124,-0.017479971,-0.00762825,-0.007952286,-0.034766271,0,-0.010033445,0,-0.015544041,-0.00539892,-0.008410278,-0.014656144,-0.017721519,-0.007012623,0.004201681,0.008076729,-0.018086625,0.00681699,-0.013232514,-0.006702413
2015-1-27,0.031377899,0.040590406,-0.01139962,0,0.017636684,-0.021900826,0.037763791,-0.018045113,0,-0.005067568,0.005070994,0.029673591,0.026624902,-0.001085776,0.012534819,0,0.025,0.007216495,0.020833333,-0.016200295,-0.012903707,0.018545994,0.029999554,0.034979424,0.001899881,0,0.001675042,0,0.03024911,-0.004181601,0.020281081,0.022478386,0.04290429,0.034833091,0.004219409,0.006094464,-0.018224299,0.007129654,-0.008434864,0.002688172
2015-1-26,0.005142269,-0.000921659,0.000633714,0,0.016129032,0.032423208,0.002970665,0.019157088,0,0.022452504,0.01754386,0.021212121,0.028180354,-0.001084599,0.069247952,0,-0.007986549,0.047516199,0.099601594,0.049459042,0.045491615,0.054773083,0.015965809,0.025316456,0.0388161,0,0.013582343,0,0.003571429,0.018867925,0.026421086,0.022995283,0.031313819,0.014727541,0.019354839,0.067208672,0.003752345,0.013379716,-0.013863216,0.019178082
2015-1-23,-0.022453083,-0.00913242,0.009596929,0,-0.019332162,-0.018014244,0.022399393,-0.014350453,0,0.005208333,-0.018237082,-0.006024096,-0.018957346,0.056128293,-0.021137026,0,-0.011632738,0.004338395,0.011077543,0.009360374,-0.006891245,0.0224,-0.024770112,-0.01659751,-0.040706937,0,-0.015050167,0,-0.010600707,0,-0.007153912,-0.001765745,-0.017391304,-0.017366136,0,-0.001623377,-0.038340099,-0.025045656,0.048449612,0
2015-1-22,-0.005333333,-0.001823154,0.001923077,0,0.012455516,0.008023649,0.000379795,-0.003762227,0,0.003484321,0.03785489,0.007587253,0.013610889,0.015116279,-0.007953724,0,0.005010438,0,0.036534447,0.043973941,0.018720876,0.006441224,0.01948034,0.014736842,0.080095271,0,0.023972603,0,0.02722323,0.004892966,0.052719093,0.013118664,0.002682763,0.008759124,0.019736842,0.05,0.04674221,0.048987411,0.10021322,0.008287293
2015-1-21,0.028453891,0.019516729,0.100141044,0,0.019963702,0.012398461,0.024513619,0.032634033,0,0.003496503,0.04162103,0.01540832,0.029678483,0.036144578,0.025203855,0,0.026575225,0.021040975,0.049288061,0.028475712,0.045673034,0.027295285,0.032017538,0.039387309,0.044871925,0,0.029982363,0,0.005474453,0.013639182,0.031951623,0.022560976,0.033264033,0.026986507,0.020134228,0.006289308,-0.003294118,0.036007939,0.027382256,0.069423929
2015-1-20,0.019217331,0.027698185,0.020143885,0.063636364,0.027985075,0.02229021,0.031714171,0.017391304,0,-0.049833887,0.029312289,0.04340836,0.039417309,0.032338308,0.100326264,0,0.021006565,0.020338983,0.047018349,0.018771331,0.023376334,0.052219321,0.067567514,0.024663677,0.049719428,0,0.021621622,0,0.041825095,0.018308081,0.045126966,0.032745592,0.029243937,0.02143951,0.025229358,0.035523979,0.04473943,0.041027155,0.029312289,0.052877138
2015-1-19,0.039593171,0.017492711,-0.017667845,0.014760148,-0.071057192,-0.063446582,-0.013465347,-0.041666667,0,-0.050473186,-0.044181034,-0.011128776,-0.081102362,-0.02308627,-0.053281853,0,-0.080482897,-0.099694812,-0.100103199,-0.048701299,-0.068068653,-0.026271186,-0.077035573,-0.098989899,-0.029390297,0,-0.041450777,0,-0.00754717,-0.038834951,-0.061016929,-0.025168815,-0.072751323,-0.089260809,-0.050108932,-0.025951557,0.100054083,-0.068463019,-0.055378062,-0.064046579
2015-1-16,-0.016434441,-0.01625239,-0.003521127,0.00463392,0.008741259,0.020894275,0.001189532,0.026438569,0,-0.049475262,-0.008547009,0.012882448,0.041837572,0.012300123,0.041834272,0,0.007296311,-0.003042596,0.00623053,0.004893964,0.004688911,0.008547009,-0.002196582,0.002024291,0.013608043,0,0.003466205,0,0.03515625,0.001823708,0.001697816,0.000614251,-0.009823183,0,0.008791209,0.01048951,-0.002158662,0.008317161,-0.00106383,0.004385965
2015-1-15,0,0.000956938,0,0.000927644,-0.003484321,0,0.010821643,0.022257552,0,-0.04985755,-0.00952381,0.006482982,0.015833333,0.0124533,0.007293355,0,0.013974517,0,0.014752371,0.021666667,0.01668684,0.001712329,-0.004373217,0.016460905,0.011156615,0,0.010507881,0,0.001956947,0.004273504,0.000849203,-0.003061849,0.02004008,0.007022472,0.004415011,0.014184397,-0.009090909,0.017489422,0.012931034,0.001464129
2015-1-14,0.010104655,0.024509804,0.006378455,-0.012820513,-0.020477816,0.004617968,-0.001200961,-0.024806202,0,0,0.029411765,-0.008038585,-0.058823529,-0.011083744,0.017312448,0,-0.032604374,0,-0.039473684,-0.021207178,-0.049830225,0.015652174,-0.018597691,-0.004098361,0.009763394,0,-0.017211704,0,-0.022944551,0.004907975,-0.028877856,0.003071253,-0.012532982,0.030390738,-0.019480519,-0.021965318,0.032578686,-0.003093363,0.010893246,-0.007267442
2015-1-13,0.017627617,0.068062827,0.002842928,0.016759777,0.005145798,-0.002512563,-0.002794411,0.01255887,0,0,0.012127894,0.02134647,0.032388664,0.006195787,0.044788975,0,0.0219423,0,-0.024679171,0.004918033,0.003409359,0.032315978,0.020437902,-0.016129032,0.00339101,0,0.019298246,0,0.017509728,0.005552128,0.015926024,0.01369863,0.018132975,0.014684288,0.010940919,0.012287888,0.020856821,0.001408054,0.02,0.026865672
2015-1-12,0.033396584,-0.024514811,-0.019512195,-0.035906643,-0.033167496,0.012293345,-0.013391099,-0.011636928,0,0,0.012276786,-0.030254777,-0.030612245,-0.028880866,-0.018596788,0,0.036647009,0,0.099891422,-0.022435897,0.001895451,-0.042132416,0.010324831,-0.03875969,-0.053494895,0,-0.045226131,0,0.007843137,-0.028177458,0.034692575,-0.034275406,-0.045512821,-0.034042553,-0.023504274,-0.021751574,-0.04674906,-0.025788752,-0.046610169,-0.024745269
2015-1-9,-0.00902595,-0.02002002,-0.006232687,-0.004468275,-0.025848142,-0.00295858,0.01276426,-0.026435045,0,0,-0.019693654,-0.021806854,-0.031178707,-0.031468531,-0.005882353,0,-0.016570008,0,-0.030526316,-0.011093502,-0.020081669,-0.01440678,-0.002941697,-0.013384321,-0.03009356,0,-0.022913257,0,-0.009708738,0.006031363,0.007866798,-0.008939213,-0.035846724,-0.016736402,-0.014736842,-0.008513053,-0.019494204,0.005239934,-0.022774327,-0.025531915
2015-1-8,-0.018094535,-0.001998002,0.014044944,-0.009734513,0.036850921,-0.00838223,-0.017633229,-0.014147431,0,0,0,0.009433962,-0.032376748,0.026315789,0.01104503,0,-0.02108678,0,0.023706897,-0.0140625,-0.032385523,0.014617369,-0.011627771,-0.036832413,-0.018335975,0,-0.001633987,0,0.025896414,-0.00539892,-0.003484366,-0.012941176,-0.009185548,-0.042723632,0.00422833,0.01849711,-0.010427529,-0.019735064,0,0.004273504
2015-1-7,0.01120239,-0.01476378,-0.00349895,0.030082042,-0.009950249,-0.020525452,0.001569859,-0.000744048,0,0,0.013303769,-0.007800312,0.026435045,0.001197605,-0.026468156,0,-0.000405351,0,0.099526066,0.006289308,0.003977275,-0.004280822,-0.005779918,0.013059701,-0.029014435,0,0,0,-0.009861933,0.005428227,0.00262056,0.007109005,0.025109856,-0.002663116,0.023809524,0.03221957,-0.026395939,-0.018572566,-0.018292683,-0.009873061
2015-1-6,0.025660666,0.056133056,0.055391433,0.01480111,-0.003305785,0.0875,0.01231625,0.05,0,0,0.007821229,0.007861635,0.027950311,0.018292683,0.004152824,0,0.044453853,0,0.018094089,-0.007800312,-0.027750438,0.040998217,0.025185181,0.013232514,0.04911803,0,0.006578947,0,0.016032064,0.004848485,0.033393503,-0.011709602,0.045275591,0.060734463,0.008733624,0.010856454,0.015987622,0.018373413,0.036880927,0.024566474
2015-1-5,0.017933723,0.019067797,-0.002945508,0.018850141,0.020236088,-0.001337494,-0.016412661,0.033925687,0,0,0.029919448,0.014354067,0.065343259,0.019900498,0.030821918,0,0.10013973,0,-0.003605769,0.015847861,0.100079819,0,0.012753186,0.039292731,0.015098346,0,0.016722408,0,0.008080808,0.019777503,0.018382607,0.047852761,0,0.027576197,0,0.003631961,0.022679325,0.004069452,0.010649627,0.020648968
2015-1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
