date,600869.ss,600870.ss,600871.ss,600872.ss,600873.ss,600875.ss,600876.ss,600877.ss,600879.ss,600881.ss,600883.ss,600884.ss,600885.ss,600887.ss,600888.ss,600889.ss,600893.ss,600894.ss,600960.ss,600961.ss,600962.ss,600963.ss,600966.ss,600967.ss,600970.ss,600973.ss,600978.ss,600980.ss,600983.ss,600984.ss,600985.ss,600987.ss,600990.ss,600992.ss,600997.ss,601002.ss,601003.ss,601005.ss,601011.ss,601012.ss,601015.ss,601028.ss,601038.ss,601058.ss,601100.ss,601106.ss,601113.ss,601126.ss,601137.ss,601177.ss
2015-5-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-4-30,0.074299635,0,-0.05635148,0.100253165,-0.001843318,-0.001465738,-0.016203704,-0.037205082,-0.002768805,0.025339367,0.002752925,0,-0.030025284,-0.009777295,-0.006595218,0.042875158,0.000931272,-0.036144381,0.008272059,-0.02967033,-0.049847406,0,0.008204193,0,0.003387916,0.031921068,-0.014769231,-0.017887564,-0.009944065,0,0.003656307,0.018043386,-0.004047998,-0.021943574,-0.033860045,-0.008871365,-0.024390244,-0.03526971,-0.031671554,-0.681204549,-0.020833333,-0.537657559,0.016352201,0.015869786,0.014579192,0.027083333,0.002695418,0.029689137,-0.035073735,0.011082694
2015-4-29,0.004486134,0,-0.048181818,0.100278552,0.020696143,0.021332335,0.001545595,0.024163569,0.038332535,0.005459509,0.021082221,0,0.064961292,0,0.036752137,0.02987013,0.032897268,0.021437011,0.013035382,0.02189781,0,0,0.018570102,0,0.007394767,-0.008059873,0.044344473,0.019097222,0.037395229,0.01980198,0.005514706,-0.000693603,0.057968798,0.028368794,0.023094688,-0.024519231,-0.012962963,0.002079002,0.062305296,0.018725673,0.005512679,-0.004780317,0.006966434,0.005009713,0.003324468,-0.041916168,0.009066183,0.000349406,0.05820329,0.011206897
2015-4-28,0.028955099,0,0.042654028,-0.020731042,-0.046636771,-0.04673564,-0.01969697,-0.057793345,-0.053085299,-0.032570423,-0.039162728,0,-0.031300946,-0.048332903,-0.050324675,-0.055793991,-0.068959341,-0.062174197,-0.041071429,-0.000561167,0.027168234,0,-0.037533512,0,-0.044045677,0.076208178,0.099646643,-0.049896907,-0.037841191,-0.03256705,-0.036315323,-0.034159307,-0.053561089,-0.062273277,-0.036707453,-0.099177133,-0.044247788,-0.03992016,0.02425016,-0.098027677,-0.041226216,0.006185632,-0.074985354,-0.037113605,-0.048101266,0.100292826,-0.039198606,-0.072285251,-0.027481542,-0.032527106
2015-4-27,-0.00832293,0,0.100104275,0.100240096,0.004504505,0.009726225,0.019305019,0.003514938,0.026070764,0.004420866,0,0,0.00163292,0.004935065,-0.006451613,-0.001835985,0.029124424,-0.016117234,0.009918846,-0.021416804,0.011093502,0,0.017272727,0,0.052661706,0.004355943,0.002834869,0.041219407,0.026751592,-0.00286533,0.06710775,0.02330356,0.039735099,-0.016646849,0.014672686,0.009178322,0.032906764,0.018292683,0.007717042,0.011557879,0.030501089,0.039642393,0.023381295,0.001972776,0.003174603,0.099838969,0.004374453,-0.029569047,0.003292181,-0.004152824
2015-4-24,-0.02673147,0,0.043525571,0,-0.02972028,-0.032415476,-0.040029652,0.009760426,0.009398496,-0.033333333,0,0,0.021007002,0.012092534,-0.03950426,0.00061237,0.049932262,0.051617916,-0.038994801,-0.040063258,-0.050175615,0,-0.005424955,0,-0.04010989,-0.012899263,0.06974981,-0.013135593,0.00834939,0.010617761,-0.013059701,-0.02538383,-0.002402402,0.010817308,-0.031693989,-0.033783784,-0.030141844,-0.033398821,-0.036555143,0.100055125,-0.029598309,-0.024389468,-0.04302926,-0.018966518,0.030085023,0.068846816,-0.037068239,0.016304348,0.003717472,-0.013923014
2015-4-23,0.021091811,0,0.050285714,-0.018267531,-0.01208981,-0.006922811,-0.03297491,0.004456328,-0.020708698,0.016507385,-0.002021563,0,0.018336163,-0.004188482,0.027048528,0.019987508,-0.018799848,0.086192266,0.077497666,0.06155568,-0.042287362,0,-0.0125,0,-0.010869565,0.008049536,0.072357724,0.055928412,0.003221649,0.022704837,-0.011070111,-0.01642598,-0.030567686,0.03546982,0.035067873,0.039964866,0.023593466,0.043032787,0.012547051,-0.030718149,0.026587086,0.030150516,0.009849363,-0.012140331,0.00065445,0.100378788,-0.026251025,0.038512616,0.011700794,-0.008928571
2015-4-22,0.039106145,0,0.01039261,0.040465972,0.006081668,0.100152323,0.081395349,0.007181329,0.005552985,0.036936937,0.034146341,0,0.023280056,0.002098636,0.00399361,0.017800381,0.036410155,0.027957027,0.019029496,0.037144515,0.073233626,0,0.023765996,0,0.029082774,0.025396825,0.023294509,0.015909091,0.017038008,0.049740933,0.020235294,0.02010738,0.032616865,0.030128205,0.00913242,0.014253898,0.043560606,0.031712474,0.021794872,0.031879541,0.029608939,0.002517348,0.028605483,0.01327005,0.023442733,0.1,0.033927057,0.025536261,0.015704584,0.037910699
2015-4-21,0.100236407,0,0.012865497,0.06462141,0.015887026,-0.021609538,0.014150943,0.052930057,0.06453202,0.042253521,0.028673835,0,0.031171623,0.063912922,0.01540957,0.030799476,-0.023448011,0.031957131,0.039564787,0.09119696,0.048674959,0,0.04789272,0,-0.011608624,0.037549407,0.035314384,0.026598227,0.022103148,0.026595745,0.022617902,0.031098689,0.061423101,0.069958848,0.082818294,-0.019650655,0.045544554,0.082379863,0.028345419,0.091092324,0.026965003,0.040046444,0.00659868,0.041986274,0.028945555,0.099656357,0.018134715,0.051557465,-0.008417508,0.027705628
2015-4-20,-0.046867959,0,-0.044692737,-0.00712897,0.013416816,-0.02079533,-0.045045045,0.033203125,0.019076305,-0.060846561,-0.037267081,-0.003182461,-0.034923928,0.012432891,0.079684764,-0.072340426,0.1,-0.008798752,-0.006876228,0.047082228,0.038764045,0,-0.036900369,0,0.033123929,-0.069282649,-0.059157212,-0.039874552,-0.034282018,-0.032921811,-0.051141553,-0.049277273,-0.011356467,-0.052015605,-0.001234568,0.031996395,0.01,0.002293578,-0.041692988,-0.099420424,-0.05013624,-0.060147641,0.100330033,-0.039363971,-0.016271186,0.099496222,-0.047697368,-0.052899288,-0.029808085,0.029411765
