date,600097.ss,600108.ss,600257.ss,600265.ss,600354.ss,600359.ss,600791.ss,600467.ss,600506.ss,600540.ss,600598.ss,600965.ss,600975.ss,601118.ss,600028.ss,600121.ss,600123.ss,600139.ss,600157.ss,600188.ss,600193.ss,600256.ss,600259.ss,600311.ss,600348.ss,600395.ss,600397.ss,600403.ss,600489.ss,600497.ss,600508.ss,600532.ss,600547.ss,600583.ss,600652.ss,600711.ss,600714.ss,600766.ss,600882.ss,600971.ss,600988.ss,601001.ss,601069.ss,601088.ss,601101.ss,601168.ss,601225.ss,601666.ss,601699.ss,601808.ss,601857.ss,601898.ss,601899.ss,601918.ss,601958.ss,603993.ss,600005.ss,600006.ss,600010.ss,600019.ss,600022.ss,600031.ss,600038.ss,600055.ss,600056.ss,600059.ss,600060.ss,600061.ss,600062.ss,600063.ss,600066.ss,600069.ss,600070.ss,600071.ss,600072.ss,600073.ss,600074.ss,600075.ss,600076.ss,600078.ss
2015-5-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-4-30,-0.046153846,0.047134935,-0.011850501,0.037083595,-0.005499542,0.048090523,0.049227799,-0.013714286,0.003521127,0.066608238,0.039865313,-0.011922504,-0.049248315,0.041519435,-0.022864019,-0.052459016,-0.020460358,-0.012910798,-0.025608195,-0.037522335,-0.011863224,-0.013059701,-0.011794566,-0.056112224,-0.036783576,-0.028384279,0.099706745,-0.029620853,-0.023016354,-0.047018349,-0.019732206,0.065285625,-0.051754386,-0.014685315,0.001131222,-0.032514451,0.002762431,-0.050171821,-0.025460931,-0.038461538,-0.05079528,-0.041187739,-0.072557762,-0.036078098,-0.036639857,-0.046068308,-0.034383954,-0.032299742,-0.023354565,-0.028727273,-0.023340627,-0.050935551,0,-0.039558418,0.047715453,-0.00602047,-0.038748137,-0.016393443,-0.024495677,-0.036184211,-0.022222222,-0.006698565,0.018389865,0.046000511,0.038210156,0.006065201,0.031679389,-0.034437086,-0.017598344,-0.020671835,-0.017014204,0.004731861,-0.005190311,0,-0.050020169,0.007535795,0.013270882,-0.000976562,0,-0.016699411
2015-4-29,0.083333333,0.017873942,0.028116214,0.050165017,-0.003652968,0.017266187,0.037037037,0.029411765,0.020010262,0.01242236,0.018296201,-0.011782032,0.038772213,0.009812667,-0.041522491,0.099759615,0.019113814,0.031476998,0.010349288,0.013888889,0.099769762,0.019011407,0.083994174,0.100330761,0.041889483,0.014771049,0.1,0.019323671,0.099933378,0.082557418,0.002118644,0.052875083,0.100032165,-0.00209351,0.027906977,0.028231798,0.035765379,0.062819576,0.039233577,0.011673152,0.099887133,0.033663366,0.099866251,-0.013813311,0.036111111,0.064243449,0.068367347,0.033377837,0.019480519,-0.007220217,-0.043265876,-0.026315789,0,-0.037201063,0.099777868,0.1,-0.011782032,0.028534371,0.029673591,-0.02459893,0.012269939,-0.019699812,0.024277941,-0.00102119,0.01221374,0,0.038446294,0.026163778,0.005900729,0.014416776,0.018306462,0.017656501,0.045838359,0.059782609,0.049978823,0.007593014,0.028915663,0.016881827,0,0.012935323
2015-4-28,-0.047097481,-0.069176883,-0.054078014,-0.036259542,-0.045335658,-0.055064582,-0.008928571,-0.037372593,-0.025987006,-0.051346801,-0.042168745,-0.036195884,0.063573883,-0.060352054,0.012850467,0.025893958,-0.042429285,-0.048934945,-0.059610706,-0.06015891,-0.054426705,-0.061552186,-0.013096949,-0.018398268,-0.032758621,-0.053808526,-0.07,-0.040556199,0.012137559,-0.015882712,-0.037389531,-0.078001219,0.008433344,-0.087261146,-0.099004715,-0.07618394,-0.059219381,-0.026315789,-0.022301517,-0.04193849,0.099937927,-0.04985889,0.048620851,-0.022504092,-0.000925069,-0.042880259,-0.066666667,-0.042199488,-0.063513514,-0.074816299,-0.021843003,0.062365591,0,0.035779817,-0.063019249,-0.077017115,0.049459042,-0.03985056,-0.057342657,0.03200883,-0.057803468,-0.072236728,-0.048775632,0.014504015,-0.051640927,-0.061877667,-0.073788546,-0.029353562,0.011232011,-0.043859649,-0.044957751,-0.050304878,-0.036046512,-0.06202209,0.049799911,-0.041484716,-0.046707504,-0.027992278,0,-0.045584046
2015-4-27,0.001645639,0.035358114,0.005347594,-0.028430161,0.001746725,0.020110957,-0.012732615,0.007990868,-0.016707617,0.002531646,0.020681981,0.079693487,0.081784387,0.043744532,0.100257069,0.030495553,0.020373514,-0.00912721,0.006119951,0.019086177,0.006574142,0.020018198,0,0.024390244,0.032947462,0.01130742,-0.002991027,0.015294118,0.044366197,0.00987045,0.057512581,-0.006056935,0.026982012,0.057239057,-0.026517083,-0.01819407,0.010884354,0.005003574,0.017241379,0.022878932,0.027423469,0.01722488,0.016152019,0.071459886,0.041425819,0.011456628,0.004784689,0.045454545,0.032798325,0.099926525,0.09984985,0.077636153,0,0.060311284,-0.017687131,-0.033096927,0.100340136,0.001246883,-0.001396648,0.099514563,0.005813953,0.022241993,0.019898477,-0.001293326,0.062019477,-0.009859155,-0.01447178,0.06162465,-0.00697107,0.002512563,-0.007129585,0.004594181,-0.029345372,-0.02606537,0.049953315,-0.007225434,0.000766284,0.021696252,0,-0.0131209
2015-4-24,-0.005455537,-0.020426288,-0.009708738,0.03518874,0.015971606,-0.023696682,0.031313131,-0.016835017,0.022099448,-0.04048583,-0.032450027,-0.019534185,-0.017650639,0.000875657,0.026385224,-0.00505689,-0.021594684,-0.020122974,-0.035419126,0.014076246,-0.021443888,-0.01080108,-0.03498767,-0.016357688,-0.019213974,-0.032809296,-0.013765978,-0.024110218,0,-0.032238806,-0.017655367,0.016,-0.018312623,-0.036340039,0.035921817,0.039215686,-0.012096774,-0.01130742,-0.025641026,0.00191022,-0.029102167,-0.029712163,-0.033960532,-0.034292972,-0.021677663,-0.015310234,0,-0.00795756,-0.029790115,-0.008739985,-0.00149925,-0.028153153,0,-0.033834586,0.071428937,0.018050542,-0.034482759,-0.03373494,-0.016483516,-0.042973287,-0.037313433,-0.026839827,0.007569558,0.026008493,-0.017623364,0.027496382,0.099880621,-0.04736491,-0.025475543,-0.022113022,-0.021831518,0.0448,0.061077844,-0.004530478,0.05,0.03360717,0.039012739,-0.026871401,0,-0.021998167
2015-4-23,-0.001633987,0.004460303,0.002654867,0.049697784,-0.027610009,-0.014018692,0.02484472,0.015963512,0.1,0.03956229,-0.008047224,-0.005231689,-0.024925816,-0.006092254,0.017449664,0.036697248,0.025553663,0.071257485,0.02294686,0.042813456,0.099842767,-0.022007042,0.07791992,0.014380531,0.028751123,0.070226774,0.05388601,0.019906323,0,0.070971867,0.014326648,0.045016077,0.019333333,-0.013444302,0.059317292,-0.009708738,0.021978022,-0.013249651,0.008920607,0.023460411,0.010638298,0.072709163,-0.029398664,0.009833262,0.015311005,0.038493724,0.1,0.038567493,0.032867133,-0.015064562,0.009077156,0.021864212,0,-0.022058824,0.100240049,0.099933819,0.048192771,0.022167488,0.02970297,0.042372881,0.05511811,-0.009433962,-0.017684887,0.061109547,-0.01439206,0.100318471,0.013715208,-0.008269931,-0.023548922,-0.014527845,0.015394101,0.011326861,0.100131752,-0.014210313,0.0499228,0.008283133,0.005604484,-0.023430178,0,0.08991009
2015-4-22,0.023982153,0.007187781,0.010733453,0.050070522,0.002595156,0.012162162,0.048859935,0.023337223,0.012304251,0.01106383,0.008658023,0.02764977,0.039481801,0.016814159,0.024759285,0.028301887,0.028021016,0.025168815,0.010989011,0.03219697,0.034146341,0.008880995,0.014495196,0.019165727,0.046052632,0.037177542,0.0806271,0.017878427,0.023792358,0.037135279,0.041014169,0.043624161,0.016260163,0.015604681,0.013613159,0.085843373,0.034825871,0.005610098,0.032228361,0.016898608,0.004399749,0.038262668,0,0.025877193,0.026522593,0.028399312,0.028138528,0.029787234,0.037735849,0.010144928,0.017705928,0.004624277,0,0.033238367,0.043514783,0.076210826,0.005190311,0.006195787,0.011444921,0.013496933,0.040983607,0.00952381,0.005455648,0.062219563,0.008004002,0.025306122,0.033347228,0.055885435,0.007687166,0.029925187,0.015317384,0.049235993,0.029152542,0.098572703,0.05027027,0.027863777,0.059372349,0.048133595,0,0.063761955
2015-4-21,0.019329164,0.010899183,0.04388422,0.044182622,0.021201413,0.020689655,0.041855204,0.033775633,0.033526012,0.00170503,0.024958445,0.023584906,0.037108125,0.043397969,0.018207283,0.030555556,0.023297491,0.03956605,-0.029620853,0.029908973,0.011513158,0.003565062,0.013495046,0.014874142,0.032007759,0.023291925,0.046893318,0.018203883,0.005801305,0.029351536,0.032332564,0.029716655,-0.002028398,0.006544503,0.099812851,0.043205027,0.026258206,0.029602888,0.034285714,0.037113402,0.043278689,0.032017076,-0.022212544,0.018766756,0.043032787,0.023788546,0.032402235,0.03372434,0.029895366,0.015079073,0.01484375,0.066584464,0.007692308,0.036417323,0.038227337,0.027818448,0.047101449,0.002484472,0.100787402,0.023869347,0.099099099,-0.008583691,0.024849865,0.007231094,0.081124932,0.047904192,0.090950432,0.046418129,0.00100368,0.052493438,0.021066036,0.049910873,0.037271449,0.047174218,0.013143483,0.027027027,0.080659945,0.024144869,0,0.047884187
2015-4-20,0.006868918,0.038679245,-0.029011786,-0.008035062,0.046210721,0.043916487,-0.046386192,-0.033799534,-0.028089888,-0.01758794,0.019796414,0.00394633,-0.024953213,-0.030438675,-0.027247956,-0.029649596,-0.013262599,-0.012602394,0,-0.008381689,-0.024859663,0.039851715,0.03099683,-0.017977528,-0.016221374,-0.020532319,-0.040494938,-0.035128806,-0.00648415,0.032417195,-0.017397882,-0.025589226,0.008867667,-0.00130719,-0.036079375,-0.02750191,-0.026278409,0.004350979,-0.033149171,0.002066116,-0.044486216,-0.025987526,0.095419847,0.006294964,-0.00610998,0.020683453,0.010158014,-0.015873016,0.002247191,0.000367918,-0.043348281,0.041078306,0.04,-0.043314501,-0.01539743,-0.034628975,0.037593985,0.030729834,0.011146497,0.01660281,0.034965035,0.023725835,0.024612773,0.037836148,-0.00698174,-0.018471872,-0.013901345,-0.023902961,0.100110416,-0.045112782,-0.030931049,-0.024347826,-0.056403451,0.007529412,0.013318535,-0.04261796,-0.060292851,-0.001005025,0,-0.040598291
