date,600731.ss,600735.ss,600737.ss,600740.ss,600741.ss,600742.ss,600746.ss,600750.ss,600760.ss,600761.ss,600765.ss,600768.ss,600769.ss,600771.ss,600775.ss,600776.ss,600779.ss,600781.ss,600782.ss,600789.ss,600792.ss,600793.ss,600796.ss,600800.ss,600801.ss,600802.ss,600803.ss,600806.ss,600808.ss,600809.ss,600810.ss,600812.ss,600815.ss,600818.ss,600819.ss,600829.ss,600835.ss,600836.ss,600839.ss,600841.ss,600843.ss,600844.ss,600847.ss,600848.ss,600851.ss,600854.ss,600855.ss,600860.ss,600866.ss,600867.ss
2015-5-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-4-30,0.030864198,-0.020191286,-0.044415415,-0.013513514,-0.020689655,-0.050251256,-0.015817223,-0.006723716,-0.012491782,-0.033819242,-0.017123288,0.034828496,-0.031345566,0.035099486,-0.019323671,0.004845548,0,-0.009478673,-0.029748284,-0.017815647,-0.029508197,-0.049515608,0.073043478,-0.004111842,-0.016246954,-0.005872483,-0.012036108,0,-0.033955857,-0.02394958,0.007712082,-0.019128587,-0.001416431,-0.002861602,0.008873114,-0.01079784,0.017364341,-0.015151529,0.015189873,0.014160486,0.004548408,0.016032064,0.021173204,0.018107741,-0.038596491,0.001206273,-0.021518231,0,0,0.037205947
2015-4-29,0.008560311,0.064881177,-0.039523212,0.031358885,0.029342168,0.037311385,0.063551402,-0.00486618,0.024932615,-0.018878719,0.017421603,0.03101197,0.012383901,0.021932831,0.017824216,0.099933378,0.009243697,-0.004716981,0.021028037,0.015735641,0.025784753,0.032222222,0.032315978,0.014178482,0.003259984,0.014468085,0.020470829,0,-0.028052805,0.005492184,0.01038961,0.031798246,0.005698006,0.011845222,0.00714924,0.025215252,0.018635502,0.014438823,0.100278552,0.029146426,0.015841584,0.011144883,0.006287111,0.015632184,0.013513514,0.027261462,0.028588995,-0.005249344,0,0.067841193
2015-4-28,-0.064093227,0.003026863,0.099310345,-0.044395117,-0.055431381,-0.039272536,-0.028156222,-0.014683848,-0.062539482,0.016870273,-0.072098286,-0.059846547,-0.052090976,-0.061535163,-0.058993638,0.00200267,-0.04494382,0.019230769,-0.042505593,-0.043641836,-0.065968586,-0.050131926,-0.043776824,-0.052922591,-0.045136187,-0.02892562,0.002051282,0,-0.031948882,-0.043636364,-0.028595458,-0.045026178,-0.071428571,-0.065896238,-0.060453401,-0.051895044,-0.036811682,-0.049579596,-0.054018445,-0.05570118,-0.03380102,-0.036132813,-0.034075574,-0.05104712,-0.056375839,-0.052816901,-0.05764774,0.005277045,0,0.00187757
2015-4-27,0.040151515,-0.01380597,0.01611773,0.012359551,-0.050106157,0.007970244,-0.001813237,-0.014471353,0.001265022,0.01655825,0.013765978,0.013478486,-0.008727273,-0.023655014,0.006402794,-0.005312085,-0.007961783,-0.020644694,0.025229358,-0.006726457,0.035791757,-0.046780684,-0.013547841,-0.000789266,0.044715447,0.016806723,0.00931677,0,0.019543974,-0.008413462,-0.023809524,0.02357985,-0.011764706,-0.021414822,0.034752389,0.007046389,0.008591593,-0.026712748,0.0066313,-0.008447044,0.011612903,0.026052104,-0.01658925,0.066046512,0.000671592,0.005903188,0.021906454,0.048892989,0,0.014476178
2015-4-24,0.016949153,0.032357473,-0.039703903,-0.005586592,0.070941337,-0.011294983,0.025092937,0.016206483,0.006365372,-0.02983362,0.01530782,-0.043154762,0.037735849,0.017248722,0.046285018,-0.027759845,-0.010244287,-0.001446655,-0.042810099,0.065286624,-0.030494217,0.050184892,0.035964912,-0.030604438,-0.042056075,-0.033306255,-0.010752688,0,-0.016025641,0.012987013,0.03220339,-0.028125,0.020680454,-0.005265677,0.014096916,-0.042182227,-0.029481834,0.041274343,-0.019505852,0.062845304,-0.018366054,-0.024437928,0.002661344,-0.014213663,0.00744249,-0.002355713,0.017776439,-0.027802691,0,0.014296586
2015-4-23,0.02285264,0.003866976,-0.021080369,0.015891033,0.100050025,-0.025096031,0.011278195,-0.01942319,-0.023617154,-0.014697569,-0.018935684,0.099836334,0.049920761,0.097965864,0.032055311,0.021094265,-0.009367681,0.098966614,0.071764706,0.031198686,0.022580645,0.049916805,0.023339318,0.010827533,0.02310757,-0.019123506,-0.030769231,0,0.100529101,0.002441009,0.023417173,0.079865017,-0.00596817,-0.001195314,-0.010462075,-0.02788409,-0.012933568,0.009053782,0.025333333,-0.014965986,0.018709677,0.000978474,-0.000332557,-0.000458295,0.045261669,0.026602177,-0.028395785,0.01826484,0,-0.017090665
2015-4-22,-0.003924647,-0.00308404,0.055632823,0.032825322,0,0.015604681,0.02504817,0.027828191,0.020291693,0.013172967,-0.009699321,0.029775281,0.001587302,0.03886325,0.01015873,0.020174849,0.013449367,0.036243822,0.013110846,0.009113505,0.100591716,0.050087362,0.027675277,0.019716088,0.038047974,0.013731826,0.03227459,0,0.034671533,0.018648985,0.024888889,0.026558891,0.02585034,0.036679058,0.002622378,0.033917467,0.02070207,0.021266878,0.021798365,0.006849315,0.030585106,0.01996008,0.002667556,0.005066789,0.024637681,0.017220172,-0.001461561,0.010147601,0,0.078214678
2015-4-21,0.100172712,0.022870662,0.033788641,0.049200492,0,0.025059984,0.039039039,0.027985075,0.055555556,0.04238806,0.070612669,0.034282394,0.05087573,0.018807226,0.036184211,0.020590254,0.041186161,0.052449068,0.052697616,0.034275921,0.040640394,0.036210018,0.063788027,0.010358566,0.021114865,0.011437908,0.038297872,0,0.032015066,0.04278306,0.02739726,0.033412888,0.068313953,0.00498132,0.055350554,0.053603335,-0.006557377,0.025604445,0.100449775,0.03988604,0.036526533,0.063694268,0.028463649,0.020686413,0.058282209,0.046332046,-0.003205128,0.012138189,0,0.057142857
2015-4-20,-0.030962343,0.020112631,-0.073284477,-0.008536585,0,0.019570535,-0.034782609,-0.042857143,0.100147275,0.000597372,0.100152323,-0.055433589,-0.055905512,-0.014390244,-0.05707196,-0.035737922,-0.024115756,0.016299559,-0.026862027,-0.014358108,-0.008547009,-0.005402161,-0.050326188,-0.044173648,-0.013333333,-0.043002346,-0.039836568,0,0.005681818,-0.029362416,-0.050303556,-0.042285714,-0.007930786,-0.047223541,-0.023423423,-0.043849658,0.022865854,-0.045269364,0.029320988,0.025566107,-0.042875989,-0.025853154,-0.035714286,-0.035811423,-0.055756698,-0.011450382,0.049862343,-0.017431193,0,-0.021186732
