date,600351.ss,600352.ss,600353.ss,600355.ss,600356.ss,600360.ss,600362.ss,600363.ss,600365.ss,600366.ss,600367.ss,600370.ss,600372.ss,600375.ss,600378.ss,600379.ss,600380.ss,600381.ss,600385.ss,600388.ss,600389.ss,600390.ss,600391.ss,600392.ss,600398.ss,600399.ss,600400.ss,600401.ss,600405.ss,600408.ss
2015-1-16,0.006666667,0.000403551,0.014336918,0.005641749,0,0.019762846,0.006285714,0.022044088,0,0.006604525,0.013474495,0.005977744,0.035701275,0.010265184,0.002926116,0.033085194,0.025435074,0,0.004071661,0.012738854,0.020577617,0.025,0.001002004,0.031624864,-0.003630238,0,0.006722689,0.067173638,0.020467836,0
2015-1-15,-0.004424779,-0.011961722,0.009650181,0.011412268,0.010269576,0.028455285,0.013904983,-0.001001001,0,0.008324238,0.007759457,0.002999338,0.005126327,0.006024096,0.03014318,0.003319502,0.01082544,0,-0.008077544,0.020743034,-0.002161383,0.002592913,0.050526316,0.022296544,0.023212567,0,-0.003350084,0.024675325,0.005882353,0.021978022
2015-1-14,-0.004405286,0.020757021,-0.013095238,-0.008486563,-0.018891688,-0.010060362,-0.029792018,0.008072654,0,-0.015300356,-0.010556622,-0.001497423,-0.018684872,-0.022708158,-0.022827688,0.017736486,-0.013351135,0.049976646,0.00242915,0.000929656,0.014619883,-0.035029191,0.006355932,-0.042689434,-0.024456242,0,0.032871972,0.063535912,-0.030418251,-0.018867925
2015-1-13,0.028312571,-0.015230461,0.020656136,0.018731988,0.007614213,0.014285714,-0.016583748,0.037696335,0,0.075205542,0.006763285,0.015197235,-0.003937008,0.014505119,0.006671609,0.009377664,0.010796221,0.024401914,-0.008032129,-0.005546995,0.018994413,0.005029338,0.012513407,0.008249641,-0.01866616,0,0.017605634,-0.025572005,0.002859867,0.002702703
2015-1-12,-0.002259887,0.099603349,-0.029481132,-0.007153076,-0.019900498,-0.04109589,-0.034169781,-0.029471545,0,0.053869843,-0.046082949,-0.038010613,-0.008516678,-0.0330033,-0.005895357,-0.036945813,-0.038910506,-0.041284404,-0.026583268,-0.040508575,-0.029634984,0.004208754,0.002868412,-0.063801209,0.021797489,0,-0.025728988,0.026243094,0.043781095,-0.028871391
2015-1-9,-0.018847007,-0.012619669,-0.009345794,-0.014104372,-0.015911873,-0.019193858,-0.0167979,-0.009063444,0,0,-0.017210145,0.004405047,-0.008793528,-0.009803922,-0.012372635,-0.016155089,-0.022813688,-0.001831502,0.048360656,-0.037837838,-0.001083032,-0.005857741,-0.030250348,-0.036557748,0.024186838,0,0.028218695,0.006954103,-0.007897335,-0.018041237
2015-1-8,0.002222222,0.0599631,-0.010404624,0.012857143,0.004920049,-0.007619048,-0.034465281,0.001008065,0,0,-0.015165031,0.001471,0.011024182,0.002457002,-0.020669993,-0.035074045,0.022020725,0.00091659,-0.01453958,-0.000568666,0.00471527,-0.014026403,-0.014731072,-0.004829363,0.033653576,0,0.010695187,-0.004155125,-0.003933137,-0.012722646
2015-1-7,-0.017467249,-0.00778032,-0.006888634,0.007194245,0.006188119,0.001908397,0.008691207,-0.013916501,0,0,0.003581021,0.002949199,-0.017126879,-0.012135922,-0.004258339,-0.035338346,-0.007712082,0.009250694,0.028239203,-0.028184581,-0.013242663,-0.004926108,0.003092784,0.046143483,0.000962344,0,0.003577818,0.00979021,-0.014534884,0
2015-1-6,0.029213483,0.013921114,0.021101993,0.023564065,-0.002469136,0.029469548,-0.035502959,0.034979424,0,0,-0.006227758,0.010432117,0.032479249,0.035175879,-0.003536068,-0.045226131,-0.016434893,-0.002767528,0.032590051,0.035183066,0.031757755,0.011627907,0.041517538,-0.027513921,0.029732756,0,0,0.021428571,0.039274924,-0.036764706
2015-1-5,0.019473081,0.095020325,0.020334928,0.010416667,0.015037594,0.018,0.09978308,0.018867925,0,0,0.014440433,0.009022058,0.000722282,-0.018898932,-0.010496851,0.100315956,0.100139082,-0.005504587,-0.024267782,-0.001142857,0.018811136,0.034364261,-0.023418385,0.10018018,-0.000989976,0,0.035185185,0.013024602,0.015337423,0.099730458
2015-1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
