date,600351.ss,600352.ss,600353.ss,600355.ss,600356.ss,600360.ss,600362.ss,600363.ss,600365.ss,600366.ss,600367.ss,600370.ss,600372.ss,600375.ss,600378.ss,600379.ss,600380.ss,600381.ss,600385.ss,600388.ss,600389.ss,600390.ss,600391.ss,600392.ss,600398.ss,600399.ss,600400.ss,600401.ss,600405.ss,600408.ss
2015-4-3,0.009592326,0.023761032,0.099924869,0.017650639,0.048449612,0.031563845,0.000453515,0.020431328,0.041666667,0.002045727,-0.012163892,-0.018535903,0.0197411,-0.003513703,0.040337146,0.10031746,0,-0.001623377,-0.004634994,-0.011502692,0.009531819,0.0171278,0.03680289,-0.011051374,0.028140007,0.049255093,0.006243496,0.099593496,-0.009661836,0.053830228
2015-4-2,0.004012841,0.000339559,0.1,0.021766169,0.012757605,0.032592593,0.049000951,0.085643869,-0.001485884,0.023022334,0.007092199,0.073297902,-0.01024984,0.0356623,0.00060241,-0.003164557,0,0.006810133,-0.026508742,0.043678161,0.025,0.026369168,-0.022079929,0.019178082,-0.008843822,0.001827597,0.068965517,-0.016,0.019704433,0.018987342
2015-4-1,0.007275667,0.004776527,0.028911565,0.050980392,0.011916584,0.005961252,0.006704981,0.052529183,0.018154312,0.03196519,0.023762376,0.040305358,0.020261438,0.002919708,0.01529052,0.012820513,0.1,0.009070918,-0.027960526,0.015564202,0.008403361,0.01509952,0.02234763,0.016398515,0.008230828,0.00060957,0.004469274,0.042752868,0.063622754,0.002114165
2015-3-31,0.009795918,-0.039331367,0.000851064,0.004596192,-0.007881773,0,-0.027027027,0.021192053,-0.011958146,0.006959647,0.047717842,-0.005417544,-0.010669253,0,-0.00304878,-0.008894536,0.014388489,0.000274952,0.027027027,0.006527415,-0.028434685,-0.024112525,0.100074497,0.01,0.045161527,0.029494823,-0.01323043,0.099770642,-0.022677396,-0.010460251
2015-3-30,0.002454992,0.024857239,0.02173913,0.035350102,0.006944444,0.001492537,0.01657982,-0.001982816,0.00753012,0.024509962,0,-0.005387279,0.029627164,0.02238806,-0.008464329,0.012870013,0.099683544,-0.040116126,0.050266115,0.004195071,-0.011961057,0.01014885,0.070725871,0.013620526,0.000717271,-0.041215403,0.035388128,0.005767013,0.017113095,0.014861996
2015-3-27,-0.00407498,0.047870468,0.014109347,-0.019986676,0.016129032,0.037151703,0.015392015,0.020917679,0.005299016,-0.010145959,0.031383738,0.00869481,-0.00956149,-0.003717472,-0.003614458,-0.001926782,0.100087032,0.007444829,0.044471896,0.004212744,0.004751258,-0.001351351,-0.024130773,0.004454343,-0.016925299,-0.099918765,-0.004545455,0,0.001490313,0.00856531
2015-3-26,-0.012872084,-0.001756852,0.016129032,-0.035966602,0.008130081,-0.025641026,-0.022566996,0.023480663,0.014592934,0.016592022,0.008633094,-0.001084993,0.011337112,0.035411855,0.027863777,-0.001923077,0.076850984,0.082302158,-0.032277346,-0.021386241,0.017055145,-0.032679739,-0.019338422,-0.001905367,0.001412253,0.033296027,0.008018328,0,-0.01540719,-0.025052192
2015-3-25,0.059676044,0.00565371,-0.003571429,0.024342105,-0.006060606,0.027906977,-0.026544622,0,-0.001533742,-0.015452234,-0.011379801,0.030200805,-0.021852577,0.015637217,0.012539185,0.026991442,0.1,0.017569546,-0.025058275,0.027535081,0.035924617,0.04010877,0.030414263,-0.036708474,0.032822373,0.086982968,-0.02020202,0,0.10008071,-0.020449898
2015-3-24,0.100375235,0.033223804,0,0.045392022,-0.010989011,-0.016768293,0.072129539,-0.009575923,-0.025411061,0.040422487,-0.035665295,-0.018660526,0.015568069,-0.026636225,-0.003125,-0.025657473,-0.02020202,0.049155146,0,-0.016662328,0.005328597,0.007534247,0.007661823,-0.014173703,0.000730583,0.020484171,-0.027292576,0,-0.017446471,0.056155508
2015-3-23,0.100103199,0.001462523,0.005385996,0.099848714,0.026666667,0.044585987,0.038735984,0.045032166,0.003750938,0.011617003,0.023876404,0.00551809,0.011390285,0.035460993,0.040988939,-0.000641026,0.026970954,0.009302326,0.050183599,0.017213983,0.010167464,0.023842917,0.002118083,0.05036427,0.011069478,0.021559924,0.004385965,0,0.021880065,0.013129103
2015-3-20,0,-0.022516083,0.02014652,0.013803681,-0.00102459,0.009646302,-0.005575266,0.014503263,-0.002245509,-0.016003798,-0.013167013,0.007787492,0.006405934,-0.007818608,-0.007746934,0.020942408,0.002079002,-0.000309981,0.050128535,-0.001058201,0.033055298,0.009200283,-0.002377179,-0.013745704,-0.010225914,-0.010354565,0.021276596,-0.034521158,0.008169935,-0.017204301
2015-3-19,0,0.099842767,-0.000914913,0.00617284,0.033898305,0.008103728,-0.003031834,0.007304602,0.003756574,0.017209401,-0.006198347,0.003348032,-0.009352037,0.011867089,-0.008957134,0.022757697,0.00522466,-0.022127918,0.049932524,-0.020471625,-0.00614062,-0.003526093,0.072521246,0.043690903,-0.010123135,-0.012089275,0.078502415,-0.001112347,0.004926108,0.068965517
2015-3-18,0,0.00952381,0.018639329,0.06316653,0.010706638,0.014802632,0.016957862,0.015578635,0.034188034,0.002330889,0.023255814,0.028702612,0.018713848,0.018533441,0.000640205,0.017711172,0.006309148,-0.005726341,0.004065041,0.020629463,0.014641745,0.023088023,0.100031162,0.019275507,0.003628737,0.023477157,0.023485785,0.027428571,0.020955574,0.101265823
2015-3-17,0,0.013676589,0.015137181,0.009942005,0.014115092,0.018425461,0.007246377,-0.00736377,0.027955272,-0.005563012,0.006382979,0.030769541,0.005817933,0,0.011658031,-0.0067659,0.072153326,0.099767981,0.013736264,0,-0.005884175,0.009468318,0.019053668,0.005345807,0.005105122,0.04578633,-0.001234568,0.003440367,0.005902192,0.010230179
2015-3-16,0,0.026424443,0.019286403,0.026360544,0.015435502,0.018771331,0.029850746,0.047839506,0.019543974,0.002323307,0.027696793,0.018071294,0.025983146,0.008943089,0.025913621,0.067919075,0.045990566,0.043944637,0.011111111,0.019137466,0.013178538,0.009558824,0.030431937,0.013888889,0.050575464,0.036094878,0.015037594,0.012775842,0.017152659,0.018229167
2015-3-13,0,0.002898551,0,0.019064125,0.021396396,0.024475524,0.009687836,0.034317638,-0.004862237,0.018939426,0.004392387,0.01343109,-0.000701754,0.023294509,0.004002668,-0.002881844,0.003550296,0.006617903,0.050328228,0.01504788,0.000313873,-0.008023341,0.014608234,-0.012378722,0.0061681,0.003103448,-0.0025,0,0.005172414,0.018567639
2015-3-12,0,-0.013883218,0.000965251,-0.024513948,-0.007821229,-0.005217391,0.015300546,-0.028682171,-0.01042502,0.021770596,0.015613383,0.011111743,0.000702247,-0.00331675,-0.014464168,0.013138686,0.002372479,-0.01,0.005869406,0.010505944,-0.013316816,-0.00867679,-0.006596306,-0.033311772,-0.005368213,-0.019276294,-0.02676399,-0.017123288,-0.027661358,-0.007894737
2015-3-11,0,-0.021183054,-0.013333333,-0.001687764,-0.009955752,-0.006908463,-0.00974026,0.011764706,-0.023492561,-0.015714476,-0.023238925,-0.006135452,-0.008701706,0.032534247,0.033288043,-0.020028612,-0.024305556,-0.019939169,-0.021536253,-0.020844613,0.031299904,0.028252788,-0.012699446,0.038978495,-0.009871238,0.008526603,-0.021428571,0.011547344,0.035590278,-0.015544041
2015-3-10,0,-0.002789956,0.03960396,0.057091882,0,0.024778761,-0.00591716,0.020816653,0.046721311,-0.002848864,0.01027146,0.007417401,0.002792321,0.028169014,0.001360544,-0.01340861,-0.025930101,0.030292479,0.001437815,0,0.017880364,-0.002965159,-0.009354839,0.010526316,0.003046858,0.001708234,0.067344346,0.100381194,0,0.015789474
2015-3-9,0,-0.00554895,0.017119839,-0.004440497,0.019165727,0.003552398,-0.006944444,0.007258065,0.05081826,0.020843391,0.008882309,0.00998655,0.013800425,0.006200177,-0.002713704,-0.007007708,0,-0.013397458,0.007971014,0.009565455,0.0058862,-0.012445095,0.025471386,0.007871321,0.0007621,0.028460998,0,-0.010062893,0.002610966,0.02425876
2015-3-6,0,0.013660104,-0.016831683,-0.015734266,-0.005605381,-0.024263432,0.022392135,-0.018987342,0.048780488,-0.027345217,-0.055244755,-0.002490109,-0.019090594,-0.011383538,-0.026420079,0.023672884,0,0.009712105,0.038374718,-0.041895784,-0.005204945,0.011851852,-0.023263328,0.028873239,-0.03173487,-0.032630863,-0.039072039,-0.01119403,-0.030379747,0.013661202
2015-3-5,0,-0.018533123,0.003976143,0.065176909,0.005636979,0.019434629,-0.007588076,0.007974482,0.001809955,-0.01577743,0.005625879,0.005006404,-0.023058664,0.002633889,0.020215633,-0.012747875,0,-0.004145078,0.005295008,-0.022523675,-0.008067118,0.02118003,-0.040310078,-0.012517385,-0.00805245,-0.036673215,0.017391304,0,0.027753686,0.013850416
2015-3-4,0,0.021345147,0.036045314,0.045764362,0.016036655,0.029090909,-0.011254019,0.060016906,0.00913242,-0.001390109,-0.007676204,0.023047406,0.023602916,0.006183746,0.011588275,0.018024513,0,0.007657501,0.00608828,-0.030280467,0.010433649,0.024806202,0.002798507,0.002439875,0.007374462,-0.01674179,0.070478723,-0.004950495,-0.006890612,0.011204482
2015-3-3,0,0.014297386,-0.009183673,-0.002912621,-0.01799775,-0.009009009,-0.003205128,-0.013344454,-0.011732852,-0.041315193,0.043699927,-0.006361824,-0.010645604,-0.006145742,-0.025249169,-0.03006993,0,-0.026761518,0.00152439,0.024408848,-0.024491094,-0.006928406,0.031099711,-0.038860972,-0.02093823,0.077723803,0.024523161,0.004975124,0,-0.016528926
2015-3-2,0,-0.008906883,0.029411765,0.011787819,0.024193548,0.020220588,0.035971223,0.061061947,-0.006278027,0.040203708,0.011045655,0.032851464,0.014987801,0.016057092,0.027303754,-0.006254343,0.009101251,-0.017310253,0.025,0.10013986,0.007692308,0.025256511,0.012005191,-0.015501319,0.041352814,0.074571216,-0.001360544,0.044155844,0.032,0.005540166
2015-2-27,0,0.002028398,0.018181818,0.005928854,0.009302326,0.005545287,-0.006597031,0,0.0410831,-0.005057688,0.013432836,0.014666754,0.023911492,0.00178731,-0.008124577,0,0.017361111,0.009747899,0.01910828,0.010457886,0.001926782,0.003961965,0.026991003,-0.004596192,0.062300702,0.0248376,0.020833333,0.01986755,-0.002659574,0.008379888
2015-2-26,0,0.02324616,0.014099783,0.045454545,0.015348288,0.001851852,0.050230947,0.011638317,0.002808989,0.029829525,-0.015429831,0,0.009365994,0.00179051,-0.00067659,-0.009635237,0,-0.006346025,0.0048,0.000848656,-0.000321027,0.001587302,0.001000667,0.019410977,0.032151894,-0.008712121,0.068249258,-0.005270092,0.003558719,0.022857143
2015-2-25,0,-0.058616647,-0.006465517,0.034188034,0.003554502,0.003717472,-0.017026107,0.000896057,-0.050666667,-0.01262258,0.006656805,0.004015844,0.007256894,0.020091324,-0.008718981,0.047584715,0.020070838,0.001003009,-0.007936508,0.026124819,0.034883721,-0.009433962,0.038808039,-0.017428477,-0.029600386,-0.013452915,0.02276176,0.010652463,-0.024305556,0.00286533
2015-2-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2-17,0,-0.007754944,-0.003222342,0.02295082,-0.004716981,0.001862197,0.00974212,0.001795332,-0.01142355,-0.010180445,-0.020999276,-0.002669636,-0.008989572,0.001829826,0.063480742,0.051554208,-0.028669725,0.054654443,0.02189781,-0.019635743,0.001663894,0.007125891,0.001040583,-0.000328731,0.01957591,-0.008154188,-0.003025719,-0.027202073,0.040650407,0.005763689
2015-2-16,0,0.017758485,0.016375546,0.007709251,0.005931198,0.015122873,0.005763689,0.034354689,0,0.056206956,0.058237548,0.017662528,0.001440403,0.008302583,0.006460876,0.060289389,0.054413543,0.10007758,0.008176615,0.021511628,0.010084034,0.033551555,0.016214311,0.008286377,0.009885132,0.007844602,0.021638331,-0.068757539,0.0492891,0.002890173
2015-2-13,0,0.001185302,0.00770077,0.0248307,0.016887817,0.025193798,0.021790342,0.021821632,0,0.035949665,0.100337268,0.025069657,0.00288913,0.01119403,0.013828239,0.022185703,0.099734043,0.013763272,0.025146689,0.100095939,0.001683502,0.04088586,0.011768902,-0.015017956,0.020168132,0.007906627,0.046925566,0,0.011505273,0.014662757
2015-2-12,0,0.099956541,-0.001098901,0.001129944,0.008515815,0.001941748,-0.008756567,0.007648184,0,0.002029328,-0.004198153,0.014123986,-0.008592911,0.000933707,0.002188184,-0.004905969,0,-0.015485869,0.013593883,0.004820051,0.000673854,0.00427716,-0.009887006,0.018284574,0.001683291,-0.022091311,0.016447368,0,0.004816956,0.002941176
2015-2-11,0,-0.001735358,0.014492754,0.010273973,0.004889976,0.01980198,-0.012110727,0.029527559,0,0.040654305,0.019691781,0.014327786,0.037904125,0.013245033,-0.000728863,0.008244023,0.016216216,0.022565321,0.01553063,0.00549273,0.015395142,0.009499136,0.012151537,0.009395973,0.037554355,0.056398289,0.02529511,0,0.009727626,0.002949853
2015-2-10,0,0.014078311,0.040603248,-0.030973451,0.008631319,0.01,0.008726003,0.014985015,0,0.019924722,-0.000855432,-0.01828498,0.011654135,0.004752852,-0.00723589,-0.006552007,0.006802721,-0.057462687,-0.019458545,0.025513585,-0.006795787,0.001730104,0.0196793,-0.021024967,0.007922444,0.027167399,0.001689189,0,-0.01532567,0.01497006
2015-2-9,0,0.025722022,-0.015981735,-0.027956989,-0.001231527,-0.011857708,-0.00174216,-0.002988048,0,-0.003220455,0.034513274,0.004237054,0.001883239,0.000951475,-0.007183908,-0.045347928,0.004098361,0,-0.003372681,0.002991027,-0.002034588,-0.020338983,-0.009386282,0.077140835,0,-0.047564688,0.017182131,0,-0.01042654,0.012121212
2015-2-6,0,-0.027216857,-0.012401353,-0.003215434,-0.010962241,-0.02504817,-0.013745704,-0.040152964,0,-0.029687625,0.012544803,-0.011172114,-0.017758047,-0.017757009,0.000718907,0.06053068,-0.022696929,0,-0.030253475,-0.04567079,-0.012391159,-0.019933555,-0.042185339,-0.007376185,0.003534032,-0.050234911,-0.016891892,0,0.015399423,-0.035087719
2015-2-5,0,0.011545293,-0.008938547,0.008648649,-0.023781213,0.005813953,-0.031613977,0.000956938,0,-0.013867331,0.001795332,-0.012414494,-0.030487805,-0.002795899,-0.019732206,-0.014705882,-0.015768725,0,-0.014504432,-0.011598746,0.000335008,-0.004135649,-0.03277592,-0.042381433,-0.007887731,-0.014250089,-0.02310231,0,-0.000961538,-0.020057307
2015-2-4,0,-0.06400665,-0.011049724,-0.005376344,-0.015222482,-0.015267176,0.00726257,-0.012287335,0,0.006201771,-0.010657194,-0.004120654,-0.009943182,-0.018298262,0.015021459,-0.018444266,-0.014248705,0,-0.005608974,-0.022072348,-0.014526246,-0.004938272,-0.022556391,-0.035366645,-0.021440784,0.048953662,-0.006557377,0,0.012658228,-0.008522727
2015-2-3,0.029755579,-0.008244023,0.019144144,-0.012738854,0.010650888,0.029469548,0.01762365,0.016330451,0,0.016815265,0.009865471,0.018181283,0.018813314,0.00923361,0.001432665,0.036575229,0.032085561,0,0.004830918,0.018420231,0.056873692,0.014190317,0.018648019,-0.014705882,-0.00341925,0.017103763,0.008264463,0,0.006862745,0.01734104
2015-2-2,-0.004232804,0.01761745,0.001127396,0.039735099,-0.010538642,-0.003913894,0.001138304,-0.020696143,0,0.006878506,-0.029590949,-0.002788783,-0.004322767,-0.010054845,-0.001430615,-0.009876543,-0.002666667,0,-0.01973165,-0.007129572,0.004204625,-0.001666667,0.004012036,0.013609851,0.008620492,-0.033786265,-0.022617124,0,-0.023923445,-0.019830028
2015-1-30,-0.020725389,-0.01037775,-0.023127753,0.037800687,-0.027334852,-0.019193858,0.001710376,-0.011162791,0,0.001059271,0.001743679,-0.004166441,-0.005730659,-0.020590868,-0.002141328,-0.002463054,-0.017038008,-0.042172981,0.004758128,0.006866417,-0.007304348,-0.021207178,0.008088979,0.006523157,0.001727784,-0.045900491,-0.012759171,-0.024705882,0,-0.03021978
2015-1-29,-0.003099174,-0.029411765,-0.003293085,0.099496222,0.016203704,-0.003824092,-0.025013897,-0.013761468,0,-0.00105815,-0.010353753,0.001389815,-0.027855153,0,-0.009193777,-0.033333333,-0.011658031,0.049906191,-0.013302034,-0.022574741,-0.013722127,-0.004061738,-0.012316911,-0.016992626,-0.042184263,-0.010058966,-0.006339144,-0.01734104,-0.007597341,-0.013550136
2015-1-28,0.020021075,-0.051585785,-0.002190581,0,-0.006896552,-0.011342155,-0.019083969,-0.006381039,0,-0.025773496,0.016666667,0.001393146,-0.026110546,0.010859729,-0.000706714,-0.016393443,-0.015306122,0.050039401,-0.0015625,-0.017974835,0.004133655,-0.013621795,-0.028146231,0.00257152,-0.023424435,-0.035785953,0.012841091,-0.049450549,0,0.005449591
2015-1-27,-0.010427529,-0.024962742,0,0,-0.004576659,0.003795066,0.002733734,0.038825758,0,-0.01772117,-0.006102877,0.009845217,0.007516228,0.023148148,0.016522989,0.005494505,-0.003811944,0.024213075,0.003921569,0.00150015,-0.016598916,-0.003990423,-0.012144455,-0.005116725,0.100444662,0.100073584,-0.006379585,-0.086345382,0.007655502,-0.002717391
2015-1-26,0.020212766,0.001118985,0.035147392,0.064343164,0.051744886,0.015414258,0.014983352,0.01734104,0,0.040020702,0.033333333,0.014265023,0.011402903,0.000926784,0.006507592,0.007114625,0.023407022,0.05,0.007109005,0.010919017,0.014781712,0.006425703,0.007729469,0.056062141,0.012600603,-0.042283298,0.041528239,-0.033947624,0.011616651,0.010989011
2015-1-23,-0.007391763,0.058846761,-0.016722408,-0.014531044,0.007272727,-0.015180266,-0.014762165,-0.020754717,0,-0.020629222,-0.00090009,-0.015449521,-0.032107023,0.010299625,-0.018452803,-0.038022814,-0.006459948,0.049822064,-0.007836991,-0.02108076,0.000687994,0.013018714,-0.040185471,0.003388682,-0.010685241,0,-0.021138211,0.100320171,-0.013371538,-0.010869565
2015-1-22,0.004241782,-0.008613939,0.019318182,0.016107383,0.008557457,0.007648184,0.040978941,0.016299137,0,0.051518665,0.027752081,0.015691954,0.031746032,0.008498584,0.010760402,0.036249015,0.015748031,0,0.014308426,0.008685235,-0.003769705,0.022462562,0.048962387,0.015485203,0.002678236,0,0.026711185,0.007526882,0.009643202,0.008219178
2015-1-21,0.022776573,0.022008804,0.018518519,0.010854817,0.028930818,0.015533981,0.043349169,0.004816956,0,0.011519466,0.02756654,0.023358339,0.019345762,0.030155642,0.01975128,0.000788644,0.025572005,0,0.031993437,0.034707158,0.034751773,0.029109589,0.044008125,0.084328358,0.002686347,0,0.02044293,0.060433295,0.021674877,0.022408964
2015-1-20,0.025583982,0.048678137,0.040963855,0.043909348,0.036505867,0.042510121,0.025578563,0.050607287,0,0.032861308,0.033398821,0.034743849,0.034194252,-0.032925682,0.017870439,0.067340067,0.029085873,0,0.019230769,0.028034406,0.022480058,0.025460931,0.029986053,0.037955074,0.041006169,0,0.031634446,0.028135991,0.028368794,0.046920821
2015-1-19,-0.007726269,-0.038725292,-0.02237927,-0.009817672,-0.025412961,-0.042635659,-0.067575241,-0.031372549,0,-0.034992286,-0.033238367,-0.016344833,-0.033063665,-0.099915326,-0.020423049,-0.048839071,-0.057441253,0,-0.03000811,-0.059898173,-0.024407499,-0.042052145,-0.043043043,-0.090204369,-0.022768623,0,-0.050083472,0.013064133,-0.05730659,-0.083333333
