date,600518.ss,600519.ss,600520.ss,600521.ss,600522.ss,600523.ss,600525.ss,600526.ss,600527.ss,600529.ss,600530.ss,600531.ss,600535.ss,600537.ss,600538.ss,600539.ss,600543.ss,600549.ss,600550.ss,600552.ss,600556.ss,600557.ss,600558.ss,600559.ss,600560.ss,600562.ss,600563.ss,600566.ss,600567.ss,600568.ss,600569.ss,600572.ss,600573.ss,600577.ss,600579.ss,600580.ss,600581.ss,600582.ss,600584.ss,600585.ss,600586.ss,600587.ss,600589.ss,600590.ss,600592.ss,600594.ss,600595.ss,600596.ss,600597.ss,600599.ss
2015-5-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-4-30,-0.039048811,0.009808632,0.020158103,-0.033519553,0,-0.031157895,0.016838167,0.003601981,-0.048387097,-0.001264223,-0.006950478,-0.061685055,-0.011548773,-0.009354537,0.002028398,0.007782101,-0.006224066,-0.033189555,-0.000808407,0.010376633,0.001312336,-0.017661604,0,-0.0051466,0.06083459,-0.029995083,-0.008715209,-0.008925107,-0.017353579,0,-0.020964361,0,0.031770045,0.002207506,-0.009497965,0.004213483,-0.019292605,0.054143126,0,-0.012463648,-0.006379585,0.007458512,0,0.00065445,0.006468305,-0.012813265,-0.025555556,-0.013313609,0,0
2015-4-29,0.099944934,0.00762435,0.1,0.07482679,0,0.00550381,0.069,0.053605313,0.068965517,0.014753047,0.031362007,0.066880685,0.000619067,0.034849952,0.014403292,0.014807502,0.055474453,0.045330446,-0.008814103,0.049616781,-0.000874126,0.014695341,0,0.030536805,0.100110619,0.070538691,0.024776721,0.020594059,0.010964912,0,0.004210526,0,0.013803681,0.046189376,0.025034771,0.003523608,0.002148228,0.017728797,0,-0.011092851,0.008038585,0.016875237,0,0.009914078,0.012442698,0.001698754,0.063829787,0.024242424,0,0
2015-4-28,-0.01864361,-0.030884672,0.005244755,0,0,-0.061581248,-0.022482893,-0.041818182,0.100271003,-0.030472637,-0.093419984,0.01300813,-0.039825639,0.008789062,-0.04518664,-0.048826291,-0.022824536,-0.038939902,-0.057401813,-0.049098581,-0.011663067,-0.028551532,0,-0.007338864,-0.056367432,-0.04202387,-0.012798635,-0.05501497,-0.051975052,0,-0.051896208,0,-0.056439942,-0.042741341,-0.052076467,-0.05083612,-0.051934827,-0.05394379,0,-0.032975765,-0.02507837,-0.033534909,0,-0.090745192,-0.044430538,0.018846154,-0.047297297,-0.03930131,0,0
2015-4-27,0.025207756,-0.010445279,0.006599208,-0.009606587,0,0.022339561,-0.010638298,-0.002267574,0.023578363,0.00124533,-0.03564434,0.014293568,0.00778754,0.017892644,0.001968504,-0.007455732,-0.017519271,-0.015100216,0.016116654,-0.029411765,0.031639929,0.001045661,0,-0.032417413,0.098623853,0.02181381,0.004571429,0.002626642,0.004175365,0,0,0,-0.017768301,0.002215657,0.017437961,0.021872864,0.013415893,0.004553734,0,0.017792155,0.007898894,0.049423077,0,-0.010113028,-0.023824068,0.023420586,0.024221453,0.005120702,0,0
2015-4-24,0.014614952,0.009568739,-0.013454861,-0.017969452,0,0.04057481,0.1,-0.014304873,-0.017711172,-0.024301337,0.054087531,-0.030900373,0.020790868,-0.02472128,0.04742268,0.013220019,0.011339476,-0.042680964,-0.034814815,-0.014311927,0.070610687,-0.0349815,0,-0.001848998,0.100315457,-0.018378014,-0.029933481,0.055863708,-0.028397566,0.060686016,-0.034682081,0.100158353,0.005,-0.018129079,-0.031818182,0.001368925,-0.040594059,-0.018766756,0,-0.034738486,0.009569378,0.033591731,0,-0.042710706,-0.001829268,0.048926507,-0.035595106,0.025506377,0,0
2015-4-23,-0.025205479,-0.029747242,-0.013276231,-0.028795812,0,-0.000844595,0.008042895,-0.015838099,-0.002717391,0.003046923,0.078841871,0.027929901,-0.012479871,0.006341463,0.009365245,0.002840909,0.008577555,0.099951145,0.002971768,0.000734484,-0.004275534,-0.009,0,-0.014875531,-0.005646173,-0.039358601,0,-0.010584085,-0.002024291,0.100145138,0.048484848,0.022672065,-0.015471167,-0.016405136,-0.014715291,-0.003410641,0.005976096,0.013128112,0,-0.005820722,0.012924071,0.014314516,0,0.016792125,0.001221001,0.001033271,0.033333333,0.016781083,0,0
2015-4-22,0.000822594,0.025094279,0.030905077,0.05963939,0,0.003389831,0.040736607,0.04266055,0.036619718,0.022429907,-0.01750547,0.028153153,0.008526188,0.015857284,0.035560345,0.049701789,0.015239478,0.014594323,0.037779491,0.042895442,0.099791014,0.013856032,0,0.058993731,0.043193717,0.078427948,0.022675737,0.021216974,0.053304904,0.006329114,0.012269939,0.033040569,0.029688631,0.024105186,0.035099338,0.044159544,0.016194332,0.042472865,0,0.020998415,0.024834437,0.019736842,0,0.060810811,0.046645367,0.019595449,0.041916168,0.025019547,0,0
2015-4-21,0.032851883,0.099987138,0.008459484,0.053580127,0,0.072727273,0.04246655,0.01774043,0.039531479,-0.001865672,0.100144439,0.022452504,0.02625,0.029591837,0.028824834,-0.017578125,0.079937304,0.012184837,0.003869969,0.013586957,0.014308426,0.050035486,0,0.084175671,0.048010974,0.063730955,0.032786885,0.039966694,0.056306306,0.0249501,0.05387931,0.035961872,0.05500382,0.057959815,0.027210884,0.03539823,0.100222717,0.039234919,0,0.014469453,0.02027027,0.033135089,0,0.024543738,0.04963112,0.033986928,0.018292683,0.02979066,0,0
2015-4-20,0.00914547,0.006320949,-0.03893881,-0.021448999,0,-0.013895114,-0.040201005,-0.015625,-0.032577904,0.005,0.05861366,0.009883721,-0.027355623,-0.055876686,-0.036324786,0,0.00393391,0.006521911,0.027027027,-0.049446494,-0.018720749,-0.025924646,0,-0.041750167,-0.03187251,0.000185839,-0.029269679,-0.016782644,0.023041475,0.054736842,0.042696629,-0.048639736,-0.019475655,-0.062318841,0.006849315,-0.036247335,0.100490196,-0.063820018,0,-0.014653465,0.027777778,-0.093743985,0,-0.000628931,-0.031189084,-0.05027933,-0.049826188,-0.01350278,0,0
