date,600409.ss,600416.ss,600418.ss,600419.ss,600420.ss,600421.ss,600422.ss,600423.ss,600425.ss,600426.ss,600429.ss,600432.ss,600433.ss,600435.ss,600436.ss,600438.ss,600439.ss,600444.ss,600448.ss,600449.ss,600456.ss,600458.ss,600459.ss,600460.ss,600462.ss,600466.ss,600468.ss,600469.ss,600470.ss,600475.ss,600478.ss,600479.ss,600480.ss,600481.ss,600482.ss,600485.ss,600486.ss,600487.ss,600488.ss,600490.ss,600493.ss,600495.ss,600498.ss,600499.ss,600500.ss,600501.ss,600507.ss,600513.ss,600516.ss,600517.ss
2015-5-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-4-30,-0.023622047,-0.01050304,-0.024547804,-0.021223022,0.050709406,-0.016480283,-0.014125108,0.001002004,-0.004136505,-0.006237006,0.004557885,-0.031722792,-0.013943112,0.002628505,0.002431626,0,-0.008368201,-0.01371308,-0.039278132,-0.007823613,-0.049287169,-0.016055046,-0.033090909,-0.025583982,0.016194332,0.073830409,-0.005631159,-0.056489866,0.030643514,-0.010810811,0.003573749,0.00877193,0.00525394,-0.013333333,-0.022534014,-0.035157988,-0.000264271,0,-0.001118568,-0.038358008,0.014294997,-0.008159935,-0.021630616,0.024968789,-0.033826638,-0.009533367,-0.006756757,-0.023235294,0,0.002668446
2015-4-29,0.014985015,0.010614525,0.015748031,0.019435277,0.016559829,0.083545918,0.018404976,0.011144883,0.009394572,0.008385744,-0.009927798,0.03694332,0.031052329,0.048056321,0.011283235,0,0.021367521,0.049833887,-0.001060445,-0.001420455,0.050042772,0.061860692,0.086097946,0.044134727,0.023834197,0.01183432,0.014278915,0.013992129,0.032700422,0.01369863,0.024292845,-0.001751313,-0.00464846,0.048340128,0.028421513,0.0272,0.022150189,0.038491446,0.00789177,-0.046213094,0.023952096,0.009888752,0.086799277,0.002503129,0.002118644,0.048947368,0.021864212,0.065162907,0,0.006715917
2015-4-28,-0.060093897,-0.034519957,-0.0475,-0.059330804,-0.042455243,-0.020612117,-0.020881007,-0.06,-0.049603175,-0.032454361,-0.045650301,0.02596054,-0.052832244,-0.068168853,0.002828679,0,-0.035714286,-0.042417815,0.036263736,-0.041524847,-0.04415372,-0.047773655,-0.050974513,-0.043333333,-0.040755467,-0.057839721,-0.064975523,0.032505643,-0.048192771,-0.025106838,-0.054139125,-0.02725724,-0.056986301,-0.033220721,-0.055349029,-0.050976139,-0.052469926,-0.026863413,-0.025274725,0,-0.030947776,-0.072247706,-0.049828179,-0.057412505,-0.058510638,-0.049524762,-0.051310044,-0.091633466,0,-0.036245955
2015-4-27,-0.02293578,-0.002689618,-0.002493766,0.093962264,-0.022011006,-0.015375154,-0.00766383,0.008645533,0.001988072,0.063263839,0.05834093,0.026652452,0.000544959,0.013294798,0.009962714,0,0.008310249,-0.010493179,0.023622047,0.018018018,0,0.015544041,0.000374953,-0.010989011,0.044652129,0.01056338,0.019047619,0.012340037,0.032124352,0.004830918,0.009532888,0.002990175,0.033408834,0.001127396,0.03417343,0.012741652,-0.001022756,-0.006390977,0.00886918,-0.030491599,0.001291156,-0.022421525,-0.015228426,-0.018904321,0.074285714,0.030412371,-0.012931034,0.01443418,0,0.003246753
2015-4-24,-0.01535682,-0.031770833,-0.024924012,-0.002259036,0.002005013,0.082556591,-0.003394773,0.000961538,-0.024248303,-0.003581662,-0.007239819,-0.024440978,-0.011847065,-0.011146042,-0.016215049,0,-0.017687075,-0.018031942,-0.014412417,-0.01903467,-0.010117361,-0.022109627,-0.010756677,-0.006550218,-0.01432958,0.015736767,-0.023472099,-0.012635379,0.007306889,-0.017405063,0.01516129,-0.02822748,-0.007307476,0.010826211,-0.00678829,0.021314786,0.004881809,0.015267176,-0.00660793,0.017732742,-0.020859671,-0.032188065,0.036842105,0.006601942,-0.027777778,-0.015728057,-0.04033092,0.100031756,0,-0.021601017
2015-4-23,0.052281369,-0.005181347,0.069570871,0.018404908,-0.022537972,0.037292818,-0.015320394,0.018609207,-0.031924883,0.000716846,-0.011627907,0.040584416,0.015308912,-0.000856653,-0.022472772,0,-0.001358696,0.007788162,0.025,-0.021290752,0.028297961,0.00323475,0.027439024,0.0456621,-0.018090452,-0.018947368,-0.002562064,0.004533092,0.012684989,-0.020661157,0.100070972,-0.012704918,0.006221719,-0.012380416,-0.015866388,-0.014809903,-0.015431318,0.016291699,-0.002197802,-0.019863439,-0.00877193,0.099840891,0.00564573,0.023856859,-0.021074099,-0.0145,0.032017076,0.044790975,0,-0.01625
2015-4-22,0.019379845,0.019545695,0.017195767,0.023949745,0.027435188,0.002770083,-0.01292252,0.070230608,0.033980583,0.037174721,0.014519056,0.007084469,0.010497238,0.054819277,0.025650363,0,0.025069638,0.017970402,0.025641026,0.043025677,0.037564767,0.02851711,0.033070866,0.022170362,0.023662551,0.003521127,0.086769192,0.006846189,0.009605123,0.00991132,0.014764134,0.03653356,0.012600229,0.006228766,0.100137804,0.005780347,0.027286902,0.016561514,0.031746032,0.052941176,0.051383399,0.025285481,0.028675136,0.013295729,0.036645525,0.003512293,0.038802661,0.1,0,0.045751634
2015-4-21,0.026865672,0.031607629,0.027872196,0.025362319,0.027677186,0.059427733,0.039142596,0.06,0.010794897,0.031441718,0.026070764,0.017748197,0.0578609,0.035881435,0.028308121,0,0.05124451,-0.032225064,0.041262136,0.000694444,0.032085561,0.013975904,0.028340081,0.051533742,0.08603352,0.066867017,0.027585731,-0.035226772,0.033076075,0.023491725,0.023967552,0.037918871,0.031305375,0.030939872,0.100050531,0.069678954,0.035800808,0.040623718,0.037647059,0.02960969,0.1,-0.011290323,0.071984436,0.04373423,0.015748031,0.062933333,0.028506271,0.015190811,0,0.02
2015-4-20,-0.039196941,-0.017139796,-0.027759418,-0.041666667,-0.090138856,-0.034018427,0.00459243,-0.022801303,0.100431965,-0.039764359,-0.025408348,0.017494357,0.004107981,-0.022269677,-0.071729149,0,-0.01300578,-0.050048591,-0.044083527,-0.013022618,-0.03649635,-0.077777778,-0.012,-0.018072289,-0.022925764,-0.083333333,0.033079268,-0.060016556,0.016816143,0.018488309,-0.053733426,-0.058139535,0.004151839,-0.047804336,-0.00901352,-0.023682378,-0.034814237,-0.051381861,-0.038461538,-0.048046124,0.004366812,-0.025157233,0.013806706,-0.034118603,0.010122921,0.024030584,-0.028792913,0.019644881,0,-0.029754204
